Chainage ID,Chainage Start (km),Chainage End (km),Section,Section Name,Station,Mid Pt Coord E,Mid Pt Coord N,Geometry Type,Level Crossing,IRJ,Turnout,Bridge,Fixed Asset?,WZ Level Crossing  ,WZ IRJ,WZ Turnout,WZ Bridge,Asset Warning Zone?,GBFI Max Avg,GBFI Avg of Avg,Reasonably Fouled,Fouled,Highly Fouled,Fouled Zone?,Ballast Centre (m),Ballast <250mm?,Open TSR?,TSR Open Days,TSR History,2025,2024,2023,2022,TQI Count,TQI Max Value, TQI Score , TQI Trend ,TQI Status,SF Accel West,SF Accel East,Suspension Travel,Rock,Bounce,DTF S1,DTF S2,DTF S3,DTF Worst Case ,Getting Worse?,Plainline Treatment,PL Treatment Override,Level Crossing Treatment,IRJ Treatment,Turnout Treatment,Bridge TrackTreatment,Problem Zone,Problem Zone Group #,Problem Zone Length
CHAIN-MLX-S-00269-E-00270-MAINLINE,26.90000000000011,27.00000000000011,ML / SL Section 7,Nunna,East Turner,,,Tangent,0,0,0,0,No,0,0,0,0,No,14.4,12.628571428571428,0,0,0,No,0.277,No,No,0.0,No,0,0,0,0,3,53.2125,0.33048,,Critical,0,0,0,0,0,0,0,0,,0,Tamp Only,Tamp Only,No treatment,No treatment,No treatment,No treatment,1,1.0,200.0
CHAIN-MLX-S-00270-E-00271-MAINLINE,27.00000000000011,27.10000000000011,ML Section 2,Barker,East Turner,,,Tangent,0,0,0,0,No,0,0,0,0,No,15.2,12.399999999999999,0,0,0,No,0.3081000000000003,No,No,0.0,No,0,0,0,0,2,53.2125,0.31092,,Critical,0,0,0,0,0,0,0,0,,0,Tamp Only,Tamp Only,No treatment,No treatment,No treatment,No treatment,1,1.0,200.0
CHAIN-MLX-S-00271-E-00272-MAINLINE,27.10000000000011,27.200000000000113,ML Section 2,Barker,East Turner,,,Tangent,0,0,0,0,No,0,0,0,0,No,24.7,16.84285714285714,2,0,0,Yes,0.2836000000000001,No,No,0.0,No,0,0,0,0,2,11.8725,0.62184,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00272-E-00273-MAINLINE,27.200000000000113,27.300000000000114,ML Section 2,Barker,East Turner,,,Tangent,0,0,0,0,No,0,0,0,0,No,18.9,15.904761904761902,0,0,0,No,0.2383999999999999,Yes,No,0.0,No,0,0,0,0,2,11.8725,0.32409,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00273-E-00274-MAINLINE,27.300000000000114,27.400000000000116,ML Section 2,Barker,East Turner,,,Tangent,0,0,0,0,No,0,0,0,0,No,24.3,16.342857142857145,2,0,0,Yes,0.2129999999999999,Yes,No,0.0,No,0,0,0,0,2,13.083,0.38181,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00274-E-00275-MAINLINE,27.400000000000116,27.500000000000117,ML Section 2,Barker,East Turner,,,Tangent,0,0,0,0,No,0,0,0,0,No,16.0,13.057142857142857,0,0,0,No,0.2625000000000002,No,No,0.0,No,0,0,0,0,2,13.083,0.38181,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00275-E-00276-MAINLINE,27.500000000000117,27.60000000000012,ML Section 2,Barker,East Turner,,,Tangent,0,0,0,0,No,0,0,0,0,No,14.0,12.147619047619045,0,0,0,No,0.26110000000000044,No,No,0.0,No,0,0,0,0,2,14.232,0.33969,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00276-E-00277-MAINLINE,27.60000000000012,27.70000000000012,ML Section 2,Barker,East Turner,,,Tangent,0,0,0,0,No,0,0,0,0,No,15.9,13.504761904761907,0,0,0,No,0.2164999999999998,Yes,No,0.0,No,0,0,0,0,2,14.232,0.3654,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00277-E-00278-MAINLINE,27.70000000000012,27.80000000000012,ML Section 2,Barker,East Turner,,,Tangent,0,0,0,0,No,0,0,0,0,No,17.0,15.247619047619047,0,0,0,No,0.21169999999999972,Yes,No,0.0,No,0,0,0,0,2,14.1465,0.3654,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00278-E-00279-MAINLINE,27.80000000000012,27.900000000000123,ML Section 2,Barker,East Turner,,,Tangent,0,0,0,0,No,0,0,0,0,No,17.7,15.152380952380952,0,0,0,No,0.2223000000000001,Yes,No,0.0,No,0,0,0,0,2,16.68,0.28491,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00279-E-00280-MAINLINE,27.900000000000123,28.000000000000124,ML Section 2,Barker,East Turner,,,Tangent,0,0,0,0,No,0,0,0,0,No,16.6,12.242857142857142,0,0,0,No,0.16299999999999976,Yes,No,0.0,No,0,0,0,0,2,17.1105,0.34031999999999996,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00280-E-00281-MAINLINE,28.000000000000124,28.100000000000126,ML Section 2,Barker,East Turner,,,Tangent,0,0,0,0,No,0,0,0,0,No,21.0,16.280952380952378,1,0,0,Yes,0.2095999999999999,Yes,No,0.0,No,0,0,0,0,2,17.1105,0.34031999999999996,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00281-E-00282-MAINLINE,28.100000000000126,28.200000000000127,ML Section 2,Barker,East Turner,,,Tangent,0,0,0,0,No,0,0,0,0,No,19.3,17.166666666666668,0,0,0,No,0.24740000000000023,Yes,No,0.0,No,0,0,0,0,2,12.2835,0.33591,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00282-E-00283-MAINLINE,28.200000000000127,28.30000000000013,ML Section 2,Barker,East Turner,,,Tangent,0,0,0,0,No,0,0,0,0,No,19.3,16.01904761904762,0,0,0,No,0.21399999999999963,Yes,No,0.0,No,0,0,0,0,2,11.88,0.3249,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00283-E-00284-MAINLINE,28.30000000000013,28.40000000000013,ML Section 2,Barker,East Turner,,,Tangent,0,0,0,0,No,0,0,0,0,No,21.9,15.366666666666665,1,0,0,Yes,0.19999999999999968,Yes,No,0.0,No,0,0,0,0,2,10.956,0.34569000000000005,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00284-E-00285-MAINLINE,28.40000000000013,28.50000000000013,ML Section 2,Barker,East Turner,,,Tangent,0,0,0,0,No,0,0,0,0,No,20.1,13.814285714285715,1,0,0,Yes,0.2225999999999999,Yes,No,0.0,No,0,0,0,0,2,11.124,0.34569000000000005,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00285-E-00286-MAINLINE,28.50000000000013,28.600000000000133,ML Section 2,Barker,East Turner,,,Tangent,0,0,0,0,No,0,0,0,0,No,23.7,14.533333333333333,4,0,0,Yes,0.20439999999999997,Yes,No,0.0,No,0,0,0,0,2,12.2205,0.30888000000000004,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00286-E-00287-MAINLINE,28.600000000000133,28.700000000000134,ML Section 2,Barker,East Turner,,,Tangent,0,0,0,0,No,0,0,0,0,No,18.0,12.852380952380951,0,0,0,No,0.23060000000000003,Yes,No,0.0,No,0,0,0,0,2,12.2205,0.30888000000000004,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00287-E-00288-MAINLINE,28.700000000000134,28.800000000000136,ML Section 2,Barker,East Turner,,,Tangent,0,0,0,0,No,0,0,0,0,No,14.7,12.376190476190475,0,0,0,No,0.2441000000000001,Yes,No,0.0,No,0,0,0,0,2,12.1215,0.30327000000000004,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00288-E-00289-MAINLINE,28.800000000000136,28.900000000000137,ML Section 2,Barker,East Turner,,,Tangent,0,0,0,0,No,0,0,0,0,No,16.0,13.414285714285716,0,0,0,No,0.22820000000000001,Yes,No,0.0,No,0,0,0,0,2,11.172,0.27858,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00289-E-00290-MAINLINE,28.900000000000137,29.00000000000014,ML Section 2,Barker,East Turner,,,Tangent,0,0,0,0,No,0,0,0,0,No,14.5,12.699999999999998,0,0,0,No,0.2108999999999997,Yes,No,0.0,No,0,0,0,0,2,13.161,0.34968000000000005,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00290-E-00291-MAINLINE,29.00000000000014,29.10000000000014,ML Section 2,Barker,East Turner,,,Tangent,0,0,0,0,No,0,0,0,0,No,15.3,12.928571428571429,0,0,0,No,0.21849999999999986,Yes,No,0.0,No,0,0,0,0,2,13.161,0.40575000000000006,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00291-E-00292-MAINLINE,29.10000000000014,29.20000000000014,ML Section 2,Barker,East Turner,,,Tangent,0,0,0,0,No,0,0,0,0,No,18.6,13.195238095238096,0,0,0,No,0.22960000000000008,Yes,No,0.0,No,0,0,0,0,2,16.5465,0.40575000000000006,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00292-E-00293-MAINLINE,29.20000000000014,29.300000000000143,ML Section 2,Barker,East Turner,,,Tangent,0,0,0,0,No,0,0,0,0,No,13.1,10.728571428571431,0,0,0,No,0.2260999999999999,Yes,No,0.0,No,0,0,0,0,2,18.243,0.37170000000000003,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00293-E-00294-MAINLINE,29.300000000000143,29.400000000000144,ML Section 2,Barker,East Turner,,,Tangent,0,0,0,0,No,0,0,0,0,No,13.4,10.595238095238095,0,0,0,No,0.20449999999999996,Yes,No,0.0,No,0,0,0,0,2,18.243,0.27765,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00294-E-00295-MAINLINE,29.400000000000144,29.500000000000146,ML Section 2,Barker,East Turner,,,Tangent,0,0,0,0,No,0,0,0,0,No,14.7,12.776190476190477,0,0,0,No,0.23689999999999978,Yes,No,0.0,Yes,0,0,1,0,2,16.4055,0.29067,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00295-E-00296-MAINLINE,29.500000000000146,29.600000000000147,ML Section 2,Barker,East Turner,,,Tangent,0,0,0,0,No,0,0,0,0,No,15.9,11.452380952380954,0,0,0,No,0.22030000000000016,Yes,No,0.0,Yes,0,0,1,0,2,15.1635,0.30681,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00296-E-00297-MAINLINE,29.600000000000147,29.70000000000015,ML Section 2,Barker,East Turner,,,Tangent,0,0,0,0,No,0,0,0,0,No,13.7,12.18095238095238,0,0,0,No,0.22840000000000027,Yes,No,0.0,No,0,0,0,0,2,14.2395,0.35823,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00297-E-00298-MAINLINE,29.70000000000015,29.80000000000015,ML Section 2,Barker,East Turner,,,Tangent,0,2,0,0,Yes,0,0,0,0,No,33.5,15.757142857142856,2,1,0,Yes,0.2443999999999999,Yes,No,0.0,No,0,0,0,0,2,14.2395,0.3843,,Good,2,2,0,0,0,0,0,4,S3,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00298-E-00299-MAINLINE,29.80000000000015,29.90000000000015,ML Section 2,Barker,East Turner,,,Tangent,0,0,0,0,No,0,0,0,0,No,14.2,12.009523809523811,0,0,0,No,0.20079999999999992,Yes,No,0.0,No,0,0,0,0,2,17.3085,0.38841000000000003,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00299-E-00300-MAINLINE,29.90000000000015,30.000000000000153,ML Section 2,Barker,East Turner,,,Tangent,0,2,0,0,Yes,0,0,0,0,No,53.5,26.590476190476195,8,5,2,Yes,0.23290000000000016,Yes,No,0.0,No,0,0,0,0,2,48.879,0.3975,,Critical,3,3,2,1,0,0,2,7,S2,2,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00300-E-00301-MAINLINE,30.000000000000153,30.100000000000154,ML Section 2,Barker,East Turner,,,Tangent,0,2,1,0,Yes,0,1,1,0,Yes,58.8,26.285714285714292,4,3,5,Yes,0.22829999999999978,Yes,No,0.0,No,0,0,0,0,2,48.879,0.3975,,Critical,1,1,0,0,0,0,2,0,S2,0,No Treatment,No Treatment,No treatment,1,No treatment,No treatment,1,2.0,200.0
CHAIN-MLX-S-00301-E-00302-MAINLINE,30.100000000000154,30.200000000000156,ML Section 2,Barker,East Turner,,,Tangent,0,0,0,0,No,0,0,0,0,No,23.5,13.657142857142858,2,0,0,Yes,0.19209999999999983,Yes,No,0.0,No,0,0,0,0,2,44.9805,0.35505000000000003,,Critical,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,2.0,200.0
CHAIN-MLX-S-00302-E-00303-MAINLINE,30.200000000000156,30.300000000000157,ML Section 2,Barker,East Turner,,,Tangent,0,0,0,0,No,0,0,0,0,No,17.5,13.566666666666666,0,0,0,No,0.21550000000000008,Yes,No,0.0,No,0,0,0,0,2,15.384,0.35556,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00303-E-00304-MAINLINE,30.300000000000157,30.40000000000016,ML Section 2,Barker,East Turner,,,Tangent,0,0,0,0,No,0,0,0,0,No,17.5,13.138095238095238,0,0,0,No,0.2651999999999999,No,No,0.0,No,0,0,0,0,2,15.1305,0.38718,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00304-E-00305-MAINLINE,30.40000000000016,30.50000000000016,ML Section 2,Barker,,,,Tangent,0,0,0,0,No,0,0,0,0,No,17.8,13.847619047619045,0,0,0,No,0.2545000000000001,No,No,0.0,No,0,0,0,0,2,16.884,0.41403,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00305-E-00306-MAINLINE,30.50000000000016,30.60000000000016,ML Section 2,Barker,,,,Tangent,0,0,0,0,No,0,0,0,0,No,23.8,17.009523809523813,3,0,0,Yes,0.27189999999999964,No,No,0.0,No,0,0,0,0,2,16.884,0.43287,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00306-E-00307-MAINLINE,30.60000000000016,30.700000000000163,ML Section 2,Barker,,,,Tangent,0,0,0,0,No,0,0,0,0,No,21.9,16.01904761904762,3,0,0,Yes,0.25449999999999995,No,No,0.0,No,0,0,0,0,2,16.707,0.43287,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00307-E-00308-MAINLINE,30.700000000000163,30.800000000000164,ML Section 2,Barker,,,,Tangent,0,0,0,0,No,0,0,0,0,No,19.5,15.595238095238093,0,0,0,No,0.2540999999999997,No,No,0.0,Yes,0,0,0,1,2,18.144,0.41022,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00308-E-00309-MAINLINE,30.800000000000164,30.900000000000166,ML Section 2,Barker,,,,Tangent,0,0,0,0,No,0,0,0,0,No,22.6,16.03333333333333,2,0,0,Yes,0.237,Yes,No,0.0,Yes,0,0,0,1,2,18.144,0.39876,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00309-E-00310-MAINLINE,30.900000000000166,31.000000000000167,ML Section 2,Barker,,,,Tangent,0,0,0,0,No,0,0,0,0,No,21.2,16.276190476190475,1,0,0,Yes,0.20409999999999984,Yes,No,0.0,Yes,0,0,0,1,2,17.5845,0.43994999999999995,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00310-E-00311-MAINLINE,31.000000000000167,31.10000000000017,ML Section 2,Barker,,,,Tangent,0,0,0,0,No,0,0,0,0,No,21.0,15.452380952380953,1,0,0,Yes,0.2457999999999999,Yes,No,0.0,No,0,0,0,0,2,14.4825,0.46614,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00311-E-00312-MAINLINE,31.10000000000017,31.20000000000017,ML Section 2,Barker,,,,Tangent,0,0,0,0,No,0,0,0,0,No,15.2,13.26190476190476,0,0,0,No,0.23110000000000042,Yes,No,0.0,No,0,0,0,0,2,14.3415,0.47625,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00312-E-00313-MAINLINE,31.20000000000017,31.30000000000017,ML Section 2,Barker,,,,Tangent,0,0,0,0,No,0,0,0,0,No,14.3,12.485714285714288,0,0,0,No,0.24109999999999998,Yes,No,0.0,No,0,0,0,0,2,18.7215,0.47625,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00313-E-00314-MAINLINE,31.30000000000017,31.400000000000173,ML Section 2,Barker,,,,Tangent,0,0,0,0,No,0,0,0,0,No,15.9,12.828571428571427,0,0,0,No,0.2353999999999999,Yes,No,0.0,No,0,0,0,0,2,18.7215,0.38829,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00314-E-00315-MAINLINE,31.400000000000173,31.500000000000174,ML Section 2,Barker,,,,Tangent,0,0,0,0,No,0,0,0,0,No,15.2,11.019047619047619,0,0,0,No,0.2578999999999998,No,No,0.0,No,0,0,0,0,2,16.6725,0.38829,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00315-E-00316-MAINLINE,31.500000000000174,31.600000000000176,ML Section 2,Barker,,,,Tangent,0,0,0,0,No,0,0,0,0,No,18.3,12.214285714285714,0,0,0,No,0.24529999999999996,Yes,No,0.0,No,0,0,0,0,2,14.127,0.38148000000000004,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00316-E-00317-MAINLINE,31.600000000000176,31.700000000000177,ML Section 2,Barker,,,,Tangent,0,0,0,0,No,0,0,0,0,No,14.4,11.600000000000001,0,0,0,No,0.24680000000000035,Yes,No,0.0,No,0,0,0,0,2,15.5235,0.38148000000000004,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00317-E-00318-MAINLINE,31.700000000000177,31.80000000000018,ML Section 2,Barker,,,,Tangent,0,0,0,0,No,0,0,0,0,No,16.1,12.442857142857147,0,0,0,No,0.2520999999999999,No,No,0.0,No,0,0,0,0,2,16.3575,0.3036,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00318-E-00319-MAINLINE,31.80000000000018,31.90000000000018,ML Section 2,Barker,,,,Tangent,0,0,0,0,No,0,0,0,0,No,15.7,12.290476190476191,0,0,0,No,0.2562,No,No,0.0,No,0,0,0,0,2,16.3575,0.32874000000000003,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00319-E-00320-MAINLINE,31.90000000000018,32.00000000000018,ML Section 2,Barker,,,,Tangent,0,0,0,0,No,0,0,0,0,No,31.4,20.361904761904764,6,2,0,Yes,0.21419999999999967,Yes,No,0.0,No,0,0,0,0,2,19.8495,0.32874000000000003,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00320-E-00321-MAINLINE,32.00000000000018,32.10000000000018,ML Section 2,Barker,,,,Tangent,0,0,0,0,No,0,0,0,0,No,20.9,15.423809523809522,2,0,0,Yes,0.19890000000000035,Yes,No,0.0,No,0,0,0,0,2,19.8495,0.30297,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00321-E-00322-MAINLINE,32.10000000000018,32.20000000000018,ML Section 2,Barker,,,,Tangent,0,0,0,0,No,0,0,0,0,No,20.9,14.26190476190476,1,0,0,Yes,0.18109999999999993,Yes,No,0.0,No,0,0,0,0,2,16.7685,0.32234999999999997,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00322-E-00323-MAINLINE,32.20000000000018,32.30000000000018,ML Section 2,Barker,,,,Tangent,0,0,0,0,No,0,0,0,0,No,16.3,13.876190476190478,0,0,0,No,0.22429999999999972,Yes,No,0.0,No,0,0,0,0,2,15.8385,0.32234999999999997,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00323-E-00324-MAINLINE,32.30000000000018,32.40000000000018,ML Section 2,Barker,,,,Tangent,0,0,0,0,No,0,0,0,0,No,17.0,14.352380952380955,0,0,0,No,0.21379999999999988,Yes,No,0.0,No,0,0,0,0,2,14.8635,0.32061,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00324-E-00325-MAINLINE,32.40000000000018,32.500000000000185,ML Section 2,Barker,,,,Tangent,0,0,0,0,No,0,0,0,0,No,29.0,18.461904761904766,3,0,0,Yes,0.24320000000000025,Yes,No,0.0,No,0,0,0,0,2,16.3755,0.33168,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00325-E-00326-MAINLINE,32.500000000000185,32.600000000000186,ML Section 2,Barker,,,,Tangent,0,0,0,0,No,0,0,0,0,No,19.3,14.147619047619049,0,0,0,No,0.2163000000000001,Yes,No,0.0,No,0,0,0,0,2,16.3755,0.34563000000000005,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00326-E-00327-MAINLINE,32.600000000000186,32.70000000000019,ML Section 2,Barker,,,,Tangent,0,0,0,0,No,0,0,0,0,No,15.4,10.69047619047619,0,0,0,No,0.19280000000000003,Yes,No,0.0,No,0,0,0,0,2,15.5955,0.34563000000000005,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00327-E-00328-MAINLINE,32.70000000000019,32.80000000000019,ML Section 2,Barker,,,,Tangent,0,0,0,0,No,0,0,0,0,No,25.3,14.619047619047622,1,0,0,Yes,0.20550000000000046,Yes,No,0.0,No,0,0,0,0,2,16.611,0.36651000000000006,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00328-E-00329-MAINLINE,32.80000000000019,32.90000000000019,ML Section 2,Barker,,,,Tangent,0,0,0,0,No,0,0,0,0,No,19.3,16.395238095238092,0,0,0,No,0.19409999999999983,Yes,No,0.0,No,0,0,0,0,2,16.611,0.36651000000000006,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00329-E-00330-MAINLINE,32.90000000000019,33.00000000000019,ML Section 2,Barker,,,,Tangent,0,0,0,0,No,0,0,0,0,No,19.3,12.528571428571432,0,0,0,No,0.17920000000000003,Yes,No,0.0,No,0,0,0,0,2,16.6425,0.36174,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00330-E-00331-MAINLINE,33.00000000000019,33.10000000000019,ML Section 2,Barker,,,,Tangent,0,0,0,0,No,0,0,0,0,No,17.6,13.909523809523805,0,0,0,No,0.19655000000000017,Yes,No,0.0,No,0,0,0,0,2,17.217,0.36174,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00331-E-00332-MAINLINE,33.10000000000019,33.200000000000195,ML Section 2,Barker,,,,Tangent,0,0,0,0,No,0,0,0,0,No,21.0,13.804761904761904,1,0,0,Yes,0.18399999999999977,Yes,No,0.0,No,0,0,0,0,2,17.217,0.6327,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00332-E-00333-MAINLINE,33.200000000000195,33.300000000000196,ML Section 2,Barker,,,,Tangent,0,0,0,0,No,0,0,0,0,No,17.9,12.095238095238093,0,0,0,No,0.17369999999999985,Yes,No,0.0,No,0,0,0,0,2,14.403,0.6327,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-MLX-S-00333-E-00334-MAINLINE,33.300000000000196,33.4000000000002,ML Section 2,Barker,,,,Tangent,0,0,0,0,No,0,0,0,0,No,15.8,11.504761904761905,0,0,0,No,0.20524999999999977,Yes,No,0.0,No,0,0,0,0,2,16.407,0.51129,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
