Chainage ID,Chainage Start (km),Chainage End (km),Section,Section Name,Station,Geometry Type,Level Crossing,IRJ,Turnout,Bridge,Fixed Asset?, WZ Level Crossing   , WZ IRJ , WZ Turnout , WZ Bridge , Asset Warning Zone? ,GBFI Max Avg,GBFI Avg of Avg,# Reasonably Fouled,# Fouled,# Highly Fouled,Fouled Zone?,Ballast Centre (m),Ballast <250mm?,Open TSR?,TSR Open Days,TSR History,2025,2024,2023,2022,TQI Count,TQI Max Value, TQI Score , TQI Trend ,TQI Status,SF Accel West,SF Accel East,Suspension Travel,Rock,Bounce,DTF S1 (Count),DTF S2 (Count),DTF S3 (Count),DTF Worst Case ,Getting Worse?,Plainline Treatment,PL Treatment Override,Level Crossing Treatment,IRJ Treatment,Turnout Treatment,Bridge TrackTreatment,Problem Zone,Problem Zone Group #,Problem Zone Length
CHAIN-EML-S-02887-E-02888-MAINLINE,288.69999999999715,288.79999999999717,SL / EL Section SL10,Firetail,Firetail,,0,0,0,0,No,0,0,0,0,No,36.9,21.144444444444442,7,2,0,Yes,0.30988888888888916,No,No,0.0,No,0,0,0,0,0,0.0,0.0,,Good,0,1,0,0,0,0,0,1,S3,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-EML-S-02888-E-02889-MAINLINE,288.79999999999717,288.8999999999972,SL / EL Section SL10,Firetail,Firetail,Tangent,0,2,0,0,Yes,0,0,0,0,No,18.7,15.11428571428571,0,0,0,No,0.26209999999999983,No,No,0.0,No,0,0,0,0,0,0.0,0.0,,Good,1,1,0,0,0,0,0,2,S3,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-EML-S-02889-E-02890-MAINLINE,288.8999999999972,288.9999999999972,SL / EL Section SL10,Firetail,Firetail,Tangent,0,0,0,0,No,0,0,0,0,No,17.5,11.799999999999997,0,0,0,No,0.2618999999999998,No,No,0.0,No,0,0,0,0,1,7.458,0.07458000000000001,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-EML-S-02890-E-02891-MAINLINE,288.9999999999972,289.09999999999724,SL / EL Section SL10,Firetail,Firetail,Tangent,0,0,0,0,No,0,0,0,0,No,9.9,8.466666666666667,0,0,0,No,0.2126999999999999,Yes,No,0.0,No,0,0,0,0,2,37.83,0.7565999999999999,,Critical,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,1.0,200.0
CHAIN-EML-S-02891-E-02892-MAINLINE,289.09999999999724,289.19999999999726,SL / EL Section SL10,Firetail,Firetail,Tangent,0,0,0,0,No,0,0,0,0,No,9.7,7.523809523809524,0,0,0,No,0.21439999999999992,Yes,No,0.0,No,0,0,0,0,2,37.83,0.7565999999999999,,Critical,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,1.0,200.0
CHAIN-EML-S-02892-E-02893-MAINLINE,289.19999999999726,289.2999999999973,SL / EL Section SL10,Firetail,Firetail,Tangent,0,0,0,0,No,0,0,0,0,No,9.2,7.376190476190477,0,0,0,No,0.21600000000000003,Yes,No,0.0,No,0,0,0,0,2,14.838,0.29675999999999997,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-EML-S-02893-E-02894-MAINLINE,289.2999999999973,289.3999999999973,SL / EL Section SL10,Firetail,Firetail,Tangent,0,0,0,0,No,0,0,0,0,No,9.2,7.604761904761905,0,0,0,No,0.20099999999999996,Yes,No,0.0,No,0,0,0,0,2,15.6465,0.31293,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-EML-S-02894-E-02895-MAINLINE,289.3999999999973,289.4999999999973,SL / EL Section SL10,Firetail,Firetail,Tangent,0,0,0,0,No,0,0,0,0,No,10.8,8.438095238095238,0,0,0,No,0.22349999999999964,Yes,No,0.0,No,0,0,0,0,2,15.6465,0.31293,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-EML-S-02895-E-02896-MAINLINE,289.4999999999973,289.59999999999735,SL / EL Section SL10,Firetail,Firetail,Tangent,0,0,0,0,No,0,0,0,0,No,11.5,9.10952380952381,0,0,0,No,0.25090000000000034,No,No,0.0,No,0,0,0,0,2,20.334,0.40668,,Poor,0,0,0,0,0,0,0,0,,0,Tamp Only,Tamp Only,No treatment,No treatment,No treatment,No treatment,1,2.0,200.0
CHAIN-EML-S-02896-E-02897-MAINLINE,289.59999999999735,289.6999999999974,SL / EL Section SL10,Firetail,Firetail,Tangent,0,0,0,0,No,0,0,0,0,No,11.3,9.252380952380953,0,0,0,No,0.2528000000000002,No,No,0.0,No,0,0,0,0,2,22.461,0.44921999999999995,,Poor,0,0,0,0,0,0,0,0,,0,Tamp Only,Tamp Only,No treatment,No treatment,No treatment,No treatment,1,2.0,200.0
CHAIN-EML-S-02897-E-02898-MAINLINE,289.6999999999974,289.7999999999974,SL / EL Section SL10,Firetail,Firetail,Tangent,1,0,0,0,Yes,0,0,0,0,No,86.0,20.33809523809524,1,0,3,Yes,0.2702000000000001,No,No,0.0,No,0,0,0,0,2,37.041,0.7408199999999999,,Critical,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-EML-S-02898-E-02899-MAINLINE,289.7999999999974,289.8999999999974,SL / EL Section SL10,Firetail,Firetail,Tangent,1,0,0,0,Yes,0,0,0,0,No,73.2,26.5,4,1,3,Yes,0.28049999999999975,No,No,0.0,Yes,0,0,1,0,2,37.041,0.46074,,Critical,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-EML-S-02899-E-02900-MAINLINE,289.8999999999974,289.99999999999744,SL / EL Section SL10,Firetail,Firetail,Tangent,0,0,0,0,No,0,0,0,0,No,15.4,10.580952380952382,0,0,0,No,0.19469999999999976,Yes,No,0.0,Yes,0,0,1,0,2,29.802,0.59604,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,3.0,800.0
CHAIN-EML-S-02900-E-02901-MAINLINE,289.99999999999744,290.09999999999746,SL / EL Section SL10,Firetail,Firetail,Tangent,0,0,0,0,No,0,0,0,0,No,10.4,9.142857142857142,0,0,0,No,0.19059999999999994,Yes,No,0.0,No,0,0,0,0,2,23.9445,0.47889000000000004,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,3.0,800.0
CHAIN-EML-S-02901-E-02902-MAINLINE,290.09999999999746,290.1999999999975,SL / EL Section SL10,Firetail,Firetail,Sharp Curve,0,0,0,0,No,0,0,0,0,No,12.4,9.504761904761907,0,0,0,No,0.2039999999999998,Yes,No,0.0,No,0,0,0,0,2,31.3185,0.62637,,Critical,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,3.0,800.0
CHAIN-EML-S-02902-E-02903-MAINLINE,290.1999999999975,290.2999999999975,SL / EL Section SL10,Firetail,Firetail,Sharp Curve,0,0,0,0,No,0,0,0,0,No,8.4,7.276190476190478,0,0,0,No,0.22079999999999933,Yes,No,0.0,No,0,0,0,0,2,31.3185,0.62637,,Critical,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,3.0,800.0
CHAIN-EML-S-02903-E-02904-MAINLINE,290.2999999999975,290.39999999999753,SL / EL Section SL10,Firetail,Firetail,Sharp Curve,0,0,0,0,No,0,0,0,0,No,11.4,9.861904761904762,0,0,0,No,0.2395000000000006,Yes,No,0.0,No,0,0,0,0,2,26.5515,0.53103,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,3.0,800.0
CHAIN-EML-S-02904-E-02905-MAINLINE,290.39999999999753,290.49999999999756,SL / EL Section SL10,Firetail,Firetail,Sharp Curve,0,0,0,0,No,0,0,0,0,No,10.8,7.104761904761905,0,0,0,No,0.24620000000000042,Yes,No,0.0,No,0,0,0,0,2,21.9315,0.43863,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,3.0,800.0
CHAIN-EML-S-02905-E-02906-MAINLINE,290.49999999999756,290.5999999999976,SL / EL Section SL10,Firetail,Firetail,Sharp Curve,0,0,0,0,No,0,0,0,0,No,9.8,7.714285714285714,0,0,0,No,0.25419999999999987,No,No,0.0,No,0,0,0,0,2,23.4015,0.46802999999999995,,Poor,0,0,0,0,0,0,0,0,,0,Tamp Only,Tamp Only,No treatment,No treatment,No treatment,No treatment,1,3.0,800.0
CHAIN-EML-S-02906-E-02907-MAINLINE,290.5999999999976,290.6999999999976,SL / EL Section SL10,Firetail,Firetail,Sharp Curve,0,0,0,0,No,0,0,0,0,No,12.0,8.061904761904762,0,0,0,No,0.25040000000000023,No,No,0.0,No,0,0,0,0,2,23.4015,0.46802999999999995,,Poor,0,0,0,0,0,0,0,0,,0,Tamp Only,Tamp Only,No treatment,No treatment,No treatment,No treatment,1,3.0,800.0
CHAIN-EML-S-02907-E-02908-MAINLINE,290.6999999999976,290.7999999999976,SL / EL Section SL10,Firetail,Firetail,Sharp Curve,0,0,0,0,No,0,0,0,0,No,12.0,8.299999999999999,0,0,0,No,0.20160000000000028,Yes,No,0.0,No,0,0,0,0,2,16.9095,0.33819000000000005,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-EML-S-02908-E-02909-MAINLINE,290.7999999999976,290.89999999999765,SL / EL Section SL10,Firetail,Firetail,Sharp Curve,0,0,0,0,No,0,0,0,0,No,14.1,10.485714285714286,0,0,0,No,0.2661000000000003,No,No,0.0,No,0,0,0,0,2,17.07,0.3414,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-EML-S-02909-E-02910-MAINLINE,290.89999999999765,290.99999999999767,SL / EL Section SL10,Firetail,Firetail,Sharp Curve,0,0,0,0,No,0,0,0,0,No,13.2,12.390476190476187,0,0,0,No,0.3242999999999996,No,No,0.0,No,0,0,0,0,2,17.07,0.3414,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-EML-S-02910-E-02911-MAINLINE,290.99999999999767,291.0999999999977,SL / EL Section SL10,Firetail,Firetail,Sharp Curve,0,0,0,0,No,0,0,0,0,No,14.0,11.233333333333334,0,0,0,No,0.30600000000000016,No,No,0.0,No,0,0,0,0,2,16.518,0.33036,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-EML-S-02911-E-02912-MAINLINE,291.0999999999977,291.1999999999977,SL / EL Section SL10,Firetail,Firetail,Sharp Curve,0,0,0,0,No,0,0,0,0,No,9.5,8.42380952380952,0,0,0,No,0.2740000000000001,No,No,0.0,No,0,0,0,0,2,16.518,0.33036,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-EML-S-02912-E-02913-MAINLINE,291.1999999999977,291.29999999999774,SL / EL Section SL10,Firetail,Firetail,Sharp Curve,0,0,0,0,No,0,0,0,0,No,8.1,7.090476190476191,0,0,0,No,0.2558000000000003,No,No,0.0,No,0,0,0,0,2,14.928,0.29856,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-EML-S-02913-E-02914-MAINLINE,291.29999999999774,291.39999999999776,SL / EL Section SL10,Firetail,Firetail,Sharp Curve,0,0,0,0,No,0,0,0,0,No,10.0,8.161904761904763,0,0,0,No,0.2332999999999995,Yes,No,0.0,No,0,0,0,0,2,13.428,0.26856,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-EML-S-02914-E-02915-MAINLINE,291.39999999999776,291.4999999999978,SL / EL Section SL10,Firetail,Firetail,Sharp Curve,0,0,0,0,No,0,0,0,0,No,13.2,9.938095238095238,0,0,0,No,0.2417000000000003,Yes,No,0.0,No,0,0,0,0,2,15.9405,0.31881,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-EML-S-02915-E-02916-MAINLINE,291.4999999999978,291.5999999999978,SL / EL Section SL10,Firetail,Firetail,Sharp Curve,0,0,0,0,No,0,0,0,0,No,12.0,9.957142857142859,0,0,0,No,0.2591000000000004,No,No,0.0,No,0,0,0,0,2,15.9405,0.31881,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-EML-S-02916-E-02917-MAINLINE,291.5999999999978,291.69999999999783,SL / EL Section SL10,Firetail,Firetail,Sharp Curve,0,0,0,0,No,0,0,0,0,No,12.7,9.442857142857143,0,0,0,No,0.26489999999999997,No,No,0.0,No,0,0,0,0,2,29.802,0.59604,,Poor,0,0,0,0,0,0,0,0,,0,Tamp Only,Tamp Only,No treatment,No treatment,No treatment,No treatment,1,4.0,300.0
CHAIN-EML-S-02917-E-02918-MAINLINE,291.69999999999783,291.79999999999785,SL / EL Section SL10,Firetail,Firetail,Sharp Curve,0,0,0,0,No,0,0,0,0,No,11.0,9.276190476190475,0,0,0,No,0.21940000000000015,Yes,No,0.0,No,0,0,0,0,2,29.802,0.59604,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,4.0,300.0
CHAIN-EML-S-02918-E-02919-MAINLINE,291.79999999999785,291.8999999999979,SL / EL Section SL10,Firetail,,Tangent,0,0,0,0,No,0,0,0,0,No,14.9,10.23809523809524,0,0,0,No,0.21050000000000035,Yes,No,0.0,No,0,0,0,0,3,21.6645,0.649935,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,4.0,300.0
CHAIN-EML-S-02919-E-02920-MAINLINE,291.8999999999979,291.9999999999979,SL / EL Section SL10,Firetail,,Tangent,0,0,0,0,No,0,0,0,0,No,11.2,8.971428571428573,0,0,0,No,0.20510000000000023,Yes,No,0.0,No,0,0,0,0,2,16.83,0.33659999999999995,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-EML-S-02920-E-02921-MAINLINE,291.9999999999979,292.0999999999979,SL / EL Section SL10,Firetail,,Tangent,0,0,0,0,No,0,0,0,0,No,9.1,7.7523809523809515,0,0,0,No,0.20540000000000014,Yes,No,0.0,No,0,0,0,0,2,18.138,0.36276,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-EML-S-02921-E-02922-MAINLINE,292.0999999999979,292.19999999999794,SL / EL Section SL10,Firetail,,Tangent,0,0,0,0,No,0,0,0,0,No,14.6,9.852380952380951,0,0,0,No,0.20460000000000017,Yes,No,0.0,No,0,0,0,0,2,24.5835,0.49167,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,5.0,300.0
CHAIN-EML-S-02922-E-02923-MAINLINE,292.19999999999794,292.29999999999797,SL / EL Section SL10,Firetail,,Mild Curve,0,0,0,0,No,0,0,0,0,No,12.7,9.91904761904762,0,0,0,No,0.23320000000000024,Yes,No,0.0,No,0,0,0,0,2,24.5835,0.49167,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,5.0,300.0
CHAIN-EML-S-02923-E-02924-MAINLINE,292.29999999999797,292.399999999998,SL / EL Section SL10,Firetail,,Mild Curve,0,0,0,0,No,0,0,0,0,No,13.1,11.219047619047618,0,0,0,No,0.26989999999999975,No,No,0.0,No,0,0,0,0,2,22.935,0.4587,,Poor,0,0,0,0,0,0,0,0,,0,Tamp Only,Tamp Only,No treatment,No treatment,No treatment,No treatment,1,5.0,300.0
CHAIN-EML-S-02924-E-02925-MAINLINE,292.399999999998,292.499999999998,SL / EL Section SL10,Firetail,,Mild Curve,0,0,0,0,No,0,0,0,0,No,11.8,10.647619047619049,0,0,0,No,0.2627000000000001,No,No,0.0,No,0,0,0,0,2,15.4695,0.30939,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-EML-S-02925-E-02926-MAINLINE,292.499999999998,292.59999999999803,SL / EL Section SL10,Firetail,,Mild Curve,0,0,0,0,No,0,0,0,0,No,13.0,11.495238095238099,0,0,0,No,0.26790000000000014,No,No,0.0,No,0,0,0,0,2,15.4695,0.30939,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-EML-S-02926-E-02927-MAINLINE,292.59999999999803,292.69999999999806,SL / EL Section SL10,Firetail,,Mild Curve,0,0,0,0,No,0,0,0,0,No,14.5,11.400000000000002,0,0,0,No,0.2591999999999999,No,No,0.0,No,0,0,0,0,2,15.0315,0.30063,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-EML-S-02927-E-02928-MAINLINE,292.69999999999806,292.7999999999981,SL / EL Section SL10,Firetail,,Mild Curve,0,0,0,0,No,0,0,0,0,No,12.8,11.4,0,0,0,No,0.253,No,No,0.0,No,0,0,0,0,2,15.4185,0.30837,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-EML-S-02928-E-02929-MAINLINE,292.7999999999981,292.8999999999981,SL / EL Section SL10,Firetail,,Mild Curve,0,0,0,0,No,0,0,0,0,No,12.9,11.604761904761904,0,0,0,No,0.2776000000000004,No,No,0.0,No,0,0,0,0,2,16.3125,0.32625,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-EML-S-02929-E-02930-MAINLINE,292.8999999999981,292.9999999999981,SL / EL Section SL10,Firetail,,Mild Curve,0,0,0,0,No,0,0,0,0,No,13.0,11.43333333333333,0,0,0,No,0.26340000000000013,No,No,0.0,No,0,0,0,0,2,16.8345,0.33669,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-EML-S-02930-E-02931-MAINLINE,292.9999999999981,293.09999999999815,SL / EL Section SL10,Firetail,,Mild Curve,0,0,0,0,No,0,0,0,0,No,12.6,11.233333333333333,0,0,0,No,0.24150000000000016,Yes,No,0.0,No,0,0,0,0,2,17.742,0.35484000000000004,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-EML-S-02931-E-02932-MAINLINE,293.09999999999815,293.19999999999817,SL / EL Section SL10,Firetail,,Mild Curve,0,0,0,0,No,0,0,0,0,No,15.8,12.161904761904765,0,0,0,No,0.24420000000000025,Yes,No,0.0,No,0,0,0,0,2,18.537,0.37073999999999996,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-EML-S-02932-E-02933-MAINLINE,293.19999999999817,293.2999999999982,SL / EL Section SL10,Firetail,,Mild Curve,0,0,0,0,No,0,0,0,0,No,12.7,11.433333333333334,0,0,0,No,0.24800000000000033,Yes,No,0.0,No,0,0,0,0,2,20.517,0.41034,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,6.0,700.0
CHAIN-EML-S-02933-E-02934-MAINLINE,293.2999999999982,293.3999999999982,SL / EL Section SL10,Firetail,,Mild Curve,0,0,0,0,No,0,0,0,0,No,12.1,11.033333333333333,0,0,0,No,0.22919999999999996,Yes,No,0.0,No,0,0,0,0,2,20.517,0.41034,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,6.0,700.0
CHAIN-EML-S-02934-E-02935-MAINLINE,293.3999999999982,293.49999999999824,SL / EL Section SL10,Firetail,,Mild Curve,0,0,0,0,No,0,0,0,0,No,12.7,11.438095238095238,0,0,0,No,0.24499999999999966,Yes,No,0.0,No,0,0,0,0,2,24.951,0.49902,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,6.0,700.0
CHAIN-EML-S-02935-E-02936-MAINLINE,293.49999999999824,293.59999999999826,SL / EL Section SL10,Firetail,,Mild Curve,0,0,0,0,No,0,0,0,0,No,12.8,11.21904761904762,0,0,0,No,0.21789999999999948,Yes,No,0.0,No,0,0,0,0,2,24.951,0.49902,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,6.0,700.0
CHAIN-EML-S-02936-E-02937-MAINLINE,293.59999999999826,293.6999999999983,SL / EL Section SL10,Firetail,,Tangent,0,0,0,0,No,0,0,0,0,No,11.2,9.461904761904762,0,0,0,No,0.19339999999999968,Yes,No,0.0,No,0,0,0,0,2,25.8405,0.51681,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,6.0,700.0
CHAIN-EML-S-02937-E-02938-MAINLINE,293.6999999999983,293.7999999999983,SL / EL Section SL10,Firetail,,Sharp Curve,0,0,0,0,No,0,0,0,0,No,10.4,9.17142857142857,0,0,0,No,0.19249999999999995,Yes,No,0.0,No,0,0,0,0,2,25.8405,0.51681,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,6.0,700.0
CHAIN-EML-S-02938-E-02939-MAINLINE,293.7999999999983,293.89999999999833,SL / EL Section SL10,Firetail,,Sharp Curve,0,0,0,0,No,0,0,0,0,No,10.0,8.347619047619046,0,0,0,No,0.24630000000000024,Yes,No,0.0,No,0,0,0,0,2,24.618,0.49235999999999996,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,6.0,700.0
CHAIN-EML-S-02939-E-02940-MAINLINE,293.89999999999833,293.99999999999835,SL / EL Section SL10,Firetail,,Sharp Curve,0,0,0,0,No,0,0,0,0,No,10.0,8.071428571428571,0,0,0,No,0.2579999999999998,No,No,0.0,No,0,0,0,0,2,15.7005,0.31401,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-EML-S-02940-E-02941-MAINLINE,293.99999999999835,294.0999999999984,SL / EL Section SL10,Firetail,,Sharp Curve,0,0,0,0,No,0,0,0,0,No,10.8,8.380952380952381,0,0,0,No,0.2271999999999998,Yes,No,0.0,No,0,0,0,0,2,16.575,0.33149999999999996,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-EML-S-02941-E-02942-MAINLINE,294.0999999999984,294.1999999999984,SL / EL Section SL10,Firetail,,Sharp Curve,0,0,0,0,No,0,0,0,0,No,10.5,8.085714285714285,0,0,0,No,0.21359999999999962,Yes,No,0.0,No,0,0,0,0,2,16.575,0.33149999999999996,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-EML-S-02942-E-02943-MAINLINE,294.1999999999984,294.2999999999984,SL / EL Section SL10,Firetail,,Sharp Curve,0,0,0,0,No,0,0,0,0,No,11.7,9.219047619047618,0,0,0,No,0.24869999999999975,Yes,No,0.0,No,0,0,0,0,2,17.475,0.34950000000000003,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-EML-S-02943-E-02944-MAINLINE,294.2999999999984,294.39999999999844,SL / EL Section SL10,Firetail,,Sharp Curve,0,0,0,0,No,0,0,0,0,No,14.4,10.823809523809526,0,0,0,No,0.2475000000000001,Yes,No,0.0,No,0,0,0,0,2,20.526,0.41052,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,7.0,100.0
CHAIN-EML-S-02944-E-02945-MAINLINE,294.39999999999844,294.49999999999847,SL / EL Section SL10,Firetail,,Sharp Curve,0,2,0,0,Yes,0,1,0,0,Yes,39.4,11.195238095238096,0,1,0,Yes,0.26500000000000046,No,No,0.0,No,0,0,0,0,2,23.037,0.55008,,Poor,1,1,0,0,0,0,0,2,S3,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-EML-S-02945-E-02946-MAINLINE,294.49999999999847,294.5999999999985,SL / EL Section SL10,Firetail,,Sharp Curve,0,0,0,0,No,0,0,0,0,No,39.4,10.40952380952381,0,1,0,Yes,0.25070000000000003,No,No,0.0,No,0,0,0,0,2,26.8425,0.40326,,Poor,0,0,0,0,0,0,0,0,,0,Tamp Only,Tamp Only,No treatment,No treatment,No treatment,No treatment,1,8.0,700.0
CHAIN-EML-S-02946-E-02947-MAINLINE,294.5999999999985,294.6999999999985,SL / EL Section SL10,Firetail,,Sharp Curve,0,0,0,0,No,0,0,0,0,No,13.8,10.219047619047618,0,0,0,No,0.20809999999999995,Yes,No,0.0,No,0,0,0,0,2,26.8425,0.53685,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,8.0,700.0
CHAIN-EML-S-02947-E-02948-MAINLINE,294.6999999999985,294.79999999999853,SL / EL Section SL10,Firetail,,Tangent,0,0,0,0,No,0,0,0,0,No,10.0,8.266666666666666,0,0,0,No,0.19950000000000007,Yes,No,0.0,No,0,0,0,0,2,20.5995,0.41198999999999997,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,8.0,700.0
CHAIN-EML-S-02948-E-02949-MAINLINE,294.79999999999853,294.89999999999856,SL / EL Section SL10,Firetail,,Sharp Curve,0,0,0,0,No,0,0,0,0,No,14.6,10.495238095238095,0,0,0,No,0.20480000000000026,Yes,No,0.0,No,0,0,0,0,2,21.567,0.43134,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,8.0,700.0
CHAIN-EML-S-02949-E-02950-MAINLINE,294.89999999999856,294.9999999999986,SL / EL Section SL10,Firetail,,Sharp Curve,0,0,0,0,No,0,0,0,0,No,13.0,10.75238095238095,0,0,0,No,0.2402000000000004,Yes,No,0.0,No,0,0,0,0,2,21.567,0.43134,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,8.0,700.0
