ID,Division,Subdivision,Line Code,Start Location,End Location,Segment ID,Segment Type,Segment Length,Degree of Curve,Curve Direction,Radius of Curve,Curve Elevation,TQI Geometry,Run ID TQI Geometry,L Rail Weight,R Rail Weight,L Low/High Rail,R Low/High Rail,Start Major,Start Minor,End Major,End Minor,Start Latitude,Start Longitude,End Latitude,End Longitude,Asset Name,Report Type
6801,Mainline2,Nunna,MLW_171_174.319,186.462,186.561,46596,TANGENT,98.734835,,,,,30.3015,2024112001,,,,,186,462.383,186,561.118,-21.91372300,118.98573800,-21.91438200,118.98638200,MLB_186.462_192.978,Track Quality Indicator Summary Report
7471,Mainline2,Morgan,MLB_203_208.147,227.572,227.672,47495,TANGENT,99.739732,,,,,30.3075,2024112001,,,,,227,572.091,227,671.831,-22.14603100,119.26442500,-22.14687300,119.26476800,MLB_216.401_235.452,Track Quality Indicator Summary Report
1353,Mainline2,Jones to CCK,MLB_270_287.264,285.007,285.107,41414,TANGENT,99.963702,,,,,30.3180,2024112001,,,,,285,7.37,285,107.334,-22.37978500,119.68420300,-22.38058900,119.68464200,MLB_276.409_286.707,Track Quality Indicator Summary Report
7923,Mainline2,CBM,PTE_256.5_259.855,256.5,256.598,47582,TANGENT,98.65594,,,,,30.3270,2024110704,,,,,256,499.589,256,598.245,-22.32340900,119.42875000,-22.32369100,119.42965900,PTE_256.5_259.855,Track Quality Indicator Summary Report
1495,Mainline2,Jones to CCK,UNKNOWN,291.12,291.22,41334,TANGENT,99.980475,,,,,30.3360,2024112001,,,,,291,120.109,291,220.09,-22.41816100,119.72295400,-22.41870700,119.72372500,CCL_287.521_294.219,Track Quality Indicator Summary Report
2014,Soloman,Bow,SLB_214_248,236.296,236.396,41919,TANGENT,99.180812,,,,,30.4245,2024112103,,,,,236,296.397,236,395.578,-22.02485700,118.49517800,-22.02505400,118.49424100,SLB_236.296_248,Track Quality Indicator Summary Report
672,Mainline1,Thomas,UNKNOWN,19.483,19.555,40030,TANGENT,71.864855,,,,,30.4710,2024110514,,,,,19,483.449,19,555.314,-20.53231000,118.58546400,-20.53295700,118.58538200,TYX_19.411_19.555,Track Quality Indicator Summary Report
5753,Mainline1,Forrest-I,MLW_86_121,98.173,98.273,45527,TANGENT,99.924613,,,,,30.4845,2024111802,,,,,98,173.306,98,273.231,-21.19173000,118.76962500,-21.19248500,118.77015300,MLW_93.677_98.273,Track Quality Indicator Summary Report
1038,Mainline1,Thomas,UNKNOWN,18.485,18.585,40732,TANGENT,99.943841,,,,,30.4935,2024071402,,,,,18,484.637,18,584.581,-20.52329900,118.58604600,-20.52420100,118.58601200,TY2_15.788_19.185,Track Quality Indicator Summary Report
4252,Eliwana,Future,ELB_373.11699_423.978022,408.792,408.892,44157,TANGENT,99.930552,,,,,30.5055,2024111802,,,,,408,792.213,408,892.144,-22.44712800,117.01698300,-22.44697900,117.01602500,ELB_373.11699_423.483,Track Quality Indicator Summary Report
6813,Mainline2,Nunna,MLW_171_174.319,174.85,174.949,46620,TANGENT,99.024661,,,,,30.5130,2024112001,,,,,174,849.659,174,948.684,-21.82481400,118.93305800,-21.82551900,118.93364600,MLB_174.652_183.267,Track Quality Indicator Summary Report
1817,Soloman,Avon,SLB_181_214,185.781,185.881,41773,TANGENT,99.611878,,,,,30.5310,2024112103,,,,,185,780.995,185,880.607,-21.89860100,118.88531100,-21.89932700,118.88474100,SLB_181_191.459,Track Quality Indicator Summary Report
2054,Soloman,Bow,SLB_214_248,215.399,215.499,41981,TANGENT,99.929099,,,,,30.5415,2024112103,,,,,215,398.779,215,498.708,-22.05397900,118.68772700,-22.05371000,118.68680300,SLB_214_232.687,Track Quality Indicator Summary Report
5167,Mainline1,Chapman,MLE_60_86,85.9,86,45196,TANGENT,99.766931,,,,,30.5445,2024112103,,,,,85,900.211,85,999.978,-21.09259400,118.71860900,-21.09330300,118.71920200,MLB_71.734_86,Track Quality Indicator Summary Report
1677,Soloman,Avon,SLB_181_214,181.996,182.096,41609,TANGENT,99.611878,,,,,30.5490,2024112103,,,,,181,996.119,182,95.719,-21.87297100,118.90948300,-21.87363100,118.90882700,SLB_181_191.459,Track Quality Indicator Summary Report
1685,Soloman,Avon,SLB_181_214,182.195,182.295,41619,TANGENT,99.611878,,,,,30.5625,2024112103,,,,,182,195.331,182,294.943,-21.87429000,118.90817200,-21.87495000,118.90751600,SLB_181_191.459,Track Quality Indicator Summary Report
1076,Mainline1,Thomas,UNKNOWN,0.088,0.187,40829,TANGENT,98.8566,,,,,30.5640,2024112001,,,,,0,88.34,0,187.197,-20.37289800,118.56103700,-20.37267600,118.56011700,PL2_-3.411_4.055,Track Quality Indicator Summary Report
131,Mainline1,Thomas,MLE_-3.59_27,23.587,23.685,40349,TANGENT,97.191322,,,,,30.5715,2024111802,,,,,23,587.381,23,684.572,-20.56935300,118.58391800,-20.57023000,118.58388500,MLE_22.907_23.782,Track Quality Indicator Summary Report
1986,Soloman,Avon,SPW_191.459_191.711,192.978,193.076,41628,TANGENT,97.384662,,,,,30.6045,2024112103,,,,,192,978.084,193,75.638,-21.95607300,118.85797300,-21.95691900,118.85771300,SPW_191.711_195.023,Track Quality Indicator Summary Report
1198,Mainline2,Jones to CCK,MLB_270_287.264,276.409,276.509,41103,TANGENT,99.963702,,,,,30.6330,2024112001,,,,,276,408.963,276,508.927,-22.36152200,119.61304400,-22.36150900,119.61401300,MLB_276.409_286.707,Track Quality Indicator Summary Report
6670,Mainline1,Gibb,PTE_153.085_156.701,156.408,156.505,46447,TANGENT,97.745498,,,,,30.6480,2024112005,,,,,156,407.628,156,505.374,-21.67706400,118.88933500,-21.67785000,118.88890500,PTE_153.085_156.701,Track Quality Indicator Summary Report
3823,Eliwana,Duck,ELW_332.926_373.117,372.717,372.817,43728,TANGENT,99.941451,,,,,30.6690,2024111802,,,,,372,717.227,372,817.168,-22.35999100,117.34464000,-22.35999200,117.34367000,ELB_357.825948_373.117,Track Quality Indicator Summary Report
693,Mainline1,Thomas,UNKNOWN,15.334,15.412,40053,TANGENT,78.59043,,,,,30.6750,2024101906,,,,,15,333.666,15,412.256,-20.49485700,118.58703700,-20.49556800,118.58705200,TYX_15.255_15.412,Track Quality Indicator Summary Report
6366,Mainline1,Gibb,MLB_143_171,144.692,144.792,46322,TANGENT,99.517149,,,,,30.6750,2024112103,,,,,144,692.037,144,791.554,-21.57739000,118.91764300,-21.57810700,118.91706400,MLB_143_147.777,Track Quality Indicator Summary Report
4244,Eliwana,Future,ELB_373.11699_423.978022,407.993,408.093,44149,TANGENT,99.930552,,,,,30.7320,2024111802,,,,,407,992.766,408,92.699,-22.44737400,117.02470500,-22.44749400,117.02374300,ELB_373.11699_423.483,Track Quality Indicator Summary Report
6300,Mainline1,Gibb,MLB_143_171,164.216,164.316,46220,TANGENT,99.765505,,,,,30.7935,2024112001,,,,,164,216.094,164,315.859,-21.74337600,118.87907700,-21.74418000,118.87951100,MLW_163.917_171,Track Quality Indicator Summary Report
2800,Soloman,Firetail,ELB_288.709_309.841,291.828,291.925,42805,TANGENT,97.537485,,,,,30.7950,2024110811,,,,,291,827.722,291,925.26,-22.17035700,118.00396800,-22.16979100,118.00324300,ELB_288.709_309.841,Track Quality Indicator Summary Report
911,Mainline1,Thomas,UNKNOWN,-1.934,-1.835,40416,TANGENT,98.8566,,,,,30.8145,2024112001,,,,,-3,1066.129,-3,1164.986,-20.38929800,118.56853700,-20.38850300,118.56896700,PL2_-3.411_4.055,Track Quality Indicator Summary Report
1026,Mainline1,Thomas,UNKNOWN,18.285,18.385,40702,TANGENT,99.943841,,,,,30.8520,2024071402,,,,,18,284.749,18,384.693,-20.52149500,118.58611400,-20.52239700,118.58608000,TY2_15.788_19.185,Track Quality Indicator Summary Report
7549,Mainline2,Morgan,MLB_203_208.147,235.352,235.452,47573,TANGENT,99.739732,,,,,30.8655,2024112001,,,,,235,352.093,235,451.833,-22.21285700,119.28486000,-22.21364000,119.28533800,MLB_216.401_235.452,Track Quality Indicator Summary Report
3294,Eliwana,De Gray,ELW_288.709_332.927,325.757,325.857,43234,TANGENT,99.553292,,,,,30.8955,2024111802,,,,,325,757.156,325,856.709,-22.26564100,117.74009600,-22.26605100,117.73923600,ELB_313.313_332.927,Track Quality Indicator Summary Report
964,Mainline1,Thomas,UNKNOWN,-1.924,-1.825,40546,TANGENT,98.8566,,,,,30.9285,2024112001,,,,,-2,76.44,-2,175.296,-20.38445400,118.57098100,-20.38357800,118.57120300,PL2_-3.411_4.055,Track Quality Indicator Summary Report
7108,Mainline2,Nunna,MLW_171_174.319,182.079,182.178,47020,TANGENT,99.024661,,,,,30.9705,2024112001,,,,,182,78.841,182,177.866,-21.88512200,118.95677900,-21.88593500,118.95718000,MLB_174.652_183.267,Track Quality Indicator Summary Report
4726,Mainline1,Barker,MLE_27_60,37.873,37.973,44727,TANGENT,99.385002,,,,,30.9780,2024112103,,,,,37,873.497,37,972.882,-20.69750500,118.59532700,-20.69838600,118.59551000,MLB_30.022_43.538,Track Quality Indicator Summary Report
1814,Soloman,Avon,SLB_181_214,185.681,185.781,41770,TANGENT,99.611878,,,,,30.9810,2024112103,,,,,185,681.383,185,780.995,-21.89787600,118.88588000,-21.89860100,118.88531100,SLB_181_191.459,Track Quality Indicator Summary Report
6523,Mainline1,Gibb,MLB_143_171,161.841,161.94,46534,TANGENT,98.858479,,,,,30.9900,2024112103,,,,,161,841.327,161,940.185,-21.72302600,118.87292900,-21.72391800,118.87296000,MLB_156.701_163.917,Track Quality Indicator Summary Report
1084,Mainline1,Thomas,UNKNOWN,0.286,0.385,40850,TANGENT,98.8566,,,,,30.9930,2024112001,,,,,0,286.053,0,384.91,-20.37253400,118.55915300,-20.37256200,118.55817400,PL2_-3.411_4.055,Track Quality Indicator Summary Report
55,Mainline1,Thomas,MLE_-3.59_27,4.398,4.497,40015,TANGENT,98.334578,,,,,30.9945,2024112005,,,,,4,398.423,4,496.757,-20.40136200,118.56192700,-20.40215300,118.56149900,MLE_4.301_5.971,Track Quality Indicator Summary Report
2465,Soloman,Capel,SLB_248_281,251.177,251.276,42438,TANGENT,99.270562,,,,,30.9960,2024112103,,,,,251,176.661,251,275.931,-22.06142200,118.36410300,-22.06208900,118.36346000,SLB_248_259.416,Track Quality Indicator Summary Report
7892,Mainline2,CBM,MLB_245_270.001,266.902,267.001,47930,TANGENT,99.93027,,,,,31.0050,2024112005,,,,,266,901.879,267,1.239,-22.34454700,119.52468600,-22.34449200,119.52565400,MLB_261.705_270.001,Track Quality Indicator Summary Report
7863,Mainline2,CBM,MLB_245_270.001,253.049,253.147,47901,TANGENT,98.352206,,,,,31.0230,2024112005,,,,,253,48.768,253,147.12,-22.32033600,119.39601200,-22.32032100,119.39696600,MLB_249.608_253.147,Track Quality Indicator Summary Report
3049,Eliwana,De Gray,ELW_288.709_332.927,314.607,314.707,42967,TANGENT,99.553292,,,,,31.0515,2024111802,,,,,314,607.194,314,706.747,-22.24816200,117.84399800,-22.24824900,117.84303700,ELB_313.313_332.927,Track Quality Indicator Summary Report
3266,Eliwana,De Gray,ELW_288.709_332.927,324.363,324.463,43206,TANGENT,99.553292,,,,,31.0620,2024111802,,,,,324,363.417,324,462.97,-22.26218500,117.75308300,-22.26240800,117.75214700,ELB_313.313_332.927,Track Quality Indicator Summary Report
5927,Mainline1,Forrest-II,MLE_121_133.315,128.827,128.927,45836,TANGENT,99.708862,,,,,31.0665,2024112103,,,,,128,827.37,128,927.079,-21.44645500,118.88045100,-21.44728800,118.88081900,MLE_128.828_133.315,Track Quality Indicator Summary Report
7677,Mainline2,CBM,MLB_245_270.001,249.706,249.804,47594,TANGENT,98.352206,,,,,31.0845,2024112001,,,,,249,705.973,249,804.325,-22.31210700,119.36663100,-22.31279200,119.36723900,MLB_249.608_253.147,Track Quality Indicator Summary Report
1375,Mainline2,Jones to CCK,PTW_272.823_287.521,272.908,272.992,41123,TANGENT,84.543144,,,,,31.0935,2024100109,,,,,272,907.774,272,992.318,-22.35968400,119.57918100,-22.35980500,119.57999200,PTW_272.823_273.077,Track Quality Indicator Summary Report
1987,Soloman,Avon,SPW_191.459_191.711,193.076,193.173,41633,TANGENT,97.384662,,,,,31.1385,2024112103,,,,,193,75.638,193,173.023,-21.95691900,118.85771300,-21.95776400,118.85745300,SPW_191.711_195.023,Track Quality Indicator Summary Report
250,Mainline1,Thomas,MLE_-3.59_27,26.512,26.61,40751,TANGENT,97.523769,,,,,31.1655,2024111903,,,,,26,512.33,26,609.854,-20.59575800,118.58291900,-20.59663800,118.58288600,MLE_23.782_27,Track Quality Indicator Summary Report
1048,Mainline1,Thomas,UNKNOWN,-0.473,-0.374,40760,TANGENT,98.8566,,,,,31.1880,2024112001,,,,,-1,526.95,-1,625.806,-20.37408100,118.56562100,-20.37379200,118.56470700,PL2_-3.411_4.055,Track Quality Indicator Summary Report
1529,Soloman,Nunna-2,SLB_174.319_181,174.09,174.18,41435,TANGENT,89.880947,,,,,31.1940,2024111802,,,,,174,89.881,174,179.762,-21.82168900,118.93041200,-21.82235100,118.93091500,SLB_174.319_174.857,Track Quality Indicator Summary Report
3050,Eliwana,De Gray,ELW_288.709_332.927,290.105,290.204,42969,TANGENT,99.693373,,,,,31.1955,2024111802,,,,,290,104.715,290,204.409,-22.18372400,118.01617500,-22.18365500,118.01521100,ELW_288.709_309.844,Track Quality Indicator Summary Report
1189,Mainline1,Thomas,UNKNOWN,3.876,3.975,41050,TANGENT,98.8566,,,,,31.2150,2024112103,,,,,3,876.284,3,975.14,-20.39691000,118.56403000,-20.39773900,118.56367100,PL1_-3.411_4.054,Track Quality Indicator Summary Report
7653,Mainline2,Morgan,PTE_208.146_239.097,214.714,214.814,47447,TANGENT,99.501966,,,,,31.2180,2024110904,,,,,214,714.256,214,813.758,-22.05552600,119.18789100,-22.05632100,119.18834300,PTE_208.146_214.914,Track Quality Indicator Summary Report
1012,Mainline1,Thomas,UNKNOWN,-1.133,-0.967,40670,TANGENT,98.8566,,,,,31.2210,2024112001,,,,,-2,867.293,-1,32.667,-20.37751200,118.56998000,-20.37677000,118.56943000,PL2_-3.411_4.055,Track Quality Indicator Summary Report
3278,Eliwana,De Gray,ELW_288.709_332.927,324.961,325.06,43218,TANGENT,99.553292,,,,,31.2285,2024111802,,,,,324,960.737,325,60.283,-22.26352300,117.74746700,-22.26374600,117.74653000,ELB_313.313_332.927,Track Quality Indicator Summary Report
4782,Mainline1,Barker,MLE_27_60,40.656,40.756,44783,TANGENT,99.385002,,,,,31.2840,2024112103,,,,,40,656.28,40,755.665,-20.72209300,118.60081600,-20.72295300,118.60109100,MLB_30.022_43.538,Track Quality Indicator Summary Report
1363,Mainline2,Jones to CCK,MLB_270_287.264,286.007,286.107,41424,TANGENT,99.963702,,,,,31.2975,2024112001,,,,,286,7.005,286,106.968,-22.38783200,119.68859100,-22.38863600,119.68902900,MLB_276.409_286.707,Track Quality Indicator Summary Report
4868,Mainline1,Barker,MLW_27_60,29.73,29.827,44563,TANGENT,97.483115,,,,,31.3125,2024112103,,,,,29,729.757,29,827.24,-20.62478600,118.58404200,-20.62566500,118.58409700,MLW_27_30.022,Track Quality Indicator Summary Report
7767,Mainline2,CBM,MLB_245_270.001,263.104,263.204,47772,TANGENT,99.93027,,,,,31.3650,2024112001,,,,,263,104.056,263,203.986,-22.33179900,119.49079600,-22.33189700,119.49176000,MLB_261.705_270.001,Track Quality Indicator Summary Report
4428,Eliwana,Eliwana,EL1_423.978_431.887873,426.563,426.663,44333,TANGENT,99.402667,,,,,31.3665,2024111703,,,,,426,563.472,426,662.874,-22.43769900,116.85984100,-22.43705500,116.85916900,EL1_423.978_431.634,Track Quality Indicator Summary Report
545,Mainline1,Thomas,PTE_6.277_19.1,15.412,15.512,39947,TANGENT,99.676062,,,,,31.4040,2024101906,,,,,15,412.256,15,511.932,-20.49556800,118.58705200,-20.49646800,118.58701000,PTE_15.412_19.1,Track Quality Indicator Summary Report
3592,Eliwana,Duck,ELW_332.926_373.117,336.41,336.51,43497,TANGENT,99.544616,,,,,31.4550,2024111802,,,,,336,410.063,336,509.607,-22.30094700,117.65103200,-22.30130300,117.65014500,ELW_332.926_354.13,Track Quality Indicator Summary Report
1415,Mainline2,Jones to CCK,PTW_272.823_287.521,276.311,276.409,41326,TANGENT,98.013097,,,,,31.4565,2024111602,,,,,276,310.95,276,408.963,-22.36156800,119.61209300,-22.36152200,119.61304400,PTW_273.077_276.409,Track Quality Indicator Summary Report
68,Mainline1,Thomas,MLE_-3.59_27,4.497,4.595,40104,TANGENT,98.334578,,,,,31.4700,2024112005,,,,,4,496.757,4,595.092,-20.40215300,118.56149900,-20.40295200,118.56108800,MLE_4.301_5.971,Track Quality Indicator Summary Report
7129,Mainline2,Morgan,MLB_203_208.147,214.913,215.012,47034,TANGENT,99.224774,,,,,31.4745,2024112001,,,,,214,913.26,215,12.267,-22.05711400,119.18879600,-22.05788800,119.18928000,MLB_214.913_216.401,Track Quality Indicator Summary Report
388,Mainline1,Thomas,MLW_4.148_27,7.413,7.513,40560,TANGENT,99.278308,,,,,31.6755,2024112103,,,,,7,413.456,7,512.734,-20.42631000,118.56963000,-20.42711100,118.57005800,MLW_5.825_11.484,Track Quality Indicator Summary Report
1533,Soloman,Nunna-2,SLB_174.319_181,175.2,175.3,41440,TANGENT,99.982346,,,,,31.6920,2024112103,,,,,175,199.97,175,299.952,-21.82735300,118.93507700,-21.82806600,118.93567000,SLB_175_181,Track Quality Indicator Summary Report
1789,Soloman,Avon,SLB_181_214,213.005,213.103,41745,TANGENT,98.593288,,,,,31.7175,2024112103,,,,,213,4.813,213,103.406,-22.05528600,118.71068700,-22.05527400,118.70973200,SLB_209.260_214,Track Quality Indicator Summary Report
33,Mainline1,Thomas,,10.491,10.59,40797,TANGENT,98.370113,,,,,31.7295,2024112103,,,,,10,491.325,10,589.695,,,,,MLB_30.022_43.538,Track Quality Indicator Summary Report
2834,Soloman,Firetail,SLB_281_303.272,281.79,281.888,42732,TANGENT,98.842872,,,,,31.7445,2024111802,,,,,281,789.638,281,888.481,-22.17042000,118.09454900,-22.17065100,118.09362300,SLB_281_288.709,Track Quality Indicator Summary Report
7237,Mainline2,Morgan,MLB_203_208.147,204.88,204.979,47198,TANGENT,98.962206,,,,,31.7475,2024112001,,,,,204,879.787,204,978.749,-21.98759700,119.13951300,-21.98793800,119.14039800,MLB_203_208.147,Track Quality Indicator Summary Report
176,Mainline1,Thomas,MLE_-3.59_27,5.579,5.678,40497,TANGENT,98.334578,,,,,31.7595,2024112005,,,,,5,579.27,5,677.604,-20.41147900,118.56176700,-20.41227200,118.56219100,MLE_4.301_5.971,Track Quality Indicator Summary Report
4302,Eliwana,Future,ELB_373.11699_423.978022,413.789,413.889,44207,TANGENT,99.930552,,,,,31.8060,2024111802,,,,,413,788.764,413,888.695,-22.43187700,116.97183500,-22.43158500,116.97091600,ELB_373.11699_423.483,Track Quality Indicator Summary Report
6177,Mainline1,Forrest-II,MLW_121_143,128.843,128.943,46057,TANGENT,99.318039,,,,,31.8300,2024111805,,,,,128,843.302,128,942.62,-21.44660600,118.88046400,-21.44743800,118.88082100,MLW_125.767_128.942,Track Quality Indicator Summary Report
2699,Soloman,Capel,SLE_259.416_262.853,259.907,260.005,42331,TANGENT,98.21033,,,,,31.8615,2024111802,,,,,259,907.108,260,5.3,-22.10587400,118.29484000,-22.10623800,118.29397100,SLE_259.416_262.853,Track Quality Indicator Summary Report
4131,Eliwana,Future,ELB_373.11699_423.978022,396.701,396.801,44036,TANGENT,99.930552,,,,,31.9080,2024111802,,,,,396,700.612,396,800.543,-22.41257000,117.12642600,-22.41300000,117.12557300,ELB_373.11699_423.483,Track Quality Indicator Summary Report
3,Mainline1,Thomas,,7.54,7.638,40106,TANGENT,98.370113,,,,,31.9170,2024112103,,,,,7,539.986,7,638.356,,,,,MLB_30.022_43.538,Track Quality Indicator Summary Report
6719,Mainline2,Nunna,MLE_164.295_171,185.322,185.422,46677,TANGENT,99.767179,,,,,31.9455,2024112005,,,,,185,321.852,185,421.619,-21.90608500,118.97833400,-21.90675100,118.97898500,PTE_184.723_185.421,Track Quality Indicator Summary Report
6295,Mainline1,Gibb,MLB_143_171,164.116,164.216,46210,TANGENT,99.765505,,,,,31.9605,2024112001,,,,,164,116.328,164,216.094,-21.74257100,118.87864400,-21.74337600,118.87907700,MLW_163.917_171,Track Quality Indicator Summary Report
1569,Soloman,Nunna-2,SLB_174.319_181,178.5,178.6,41508,TANGENT,99.982346,,,,,31.9950,2024112103,,,,,178,500.417,178,600.399,-21.85296300,118.93524100,-21.85342400,118.93440900,SLB_175_181,Track Quality Indicator Summary Report
6788,Mainline2,Nunna,MLE_164.295_171,174.378,174.477,46910,TANGENT,99.33714,,,,,32.0220,2024112103,,,,,174,377.692,174,477.029,-21.82140700,118.93031400,-21.82213700,118.93087300,MLE_171_174.577,Track Quality Indicator Summary Report
3974,Eliwana,Future,ELB_373.11699_423.978022,381.012,381.111,43879,TANGENT,99.930552,,,,,32.0625,2024111802,,,,,381,11.509,381,111.44,-22.37010700,117.26780700,-22.37018900,117.26684100,ELB_373.11699_423.483,Track Quality Indicator Summary Report
4105,Eliwana,Future,ELB_373.11699_423.978022,394.102,394.202,44010,TANGENT,99.930552,,,,,32.0805,2024111802,,,,,394,102.359,394,202.29,-22.39977200,117.14755200,-22.40029700,117.14676300,ELB_373.11699_423.483,Track Quality Indicator Summary Report
3821,Eliwana,Duck,ELW_332.926_373.117,372.617,372.717,43726,TANGENT,99.941451,,,,,32.0955,2024111802,,,,,372,617.285,372,717.227,-22.35999000,117.34561100,-22.35999100,117.34464000,ELB_357.825948_373.117,Track Quality Indicator Summary Report
1892,Soloman,Avon,SLB_181_214,203.464,203.563,41848,TANGENT,99.296147,,,,,32.0970,2024112103,,,,,203,463.562,203,562.859,-22.01269600,118.78430900,-22.01338500,118.78369200,SLB_195.023_208.428,Track Quality Indicator Summary Report
5261,Mainline1,Chapman,MLW_60_71.732,66.056,66.155,45064,TANGENT,99.279081,,,,,32.1690,2024112001,,,,,66,55.917,66,155.196,-20.92092100,118.67539600,-20.92180100,118.67558000,MLW_60_68.538,Track Quality Indicator Summary Report
6376,Mainline1,Gibb,MLB_143_171,144.891,144.991,46336,TANGENT,99.517149,,,,,32.2230,2024112103,,,,,144,891.071,144,990.588,-21.57882400,118.91648500,-21.57954100,118.91590600,MLB_143_147.777,Track Quality Indicator Summary Report
4337,Eliwana,Future,ELB_373.11699_423.978022,417.286,417.386,44242,TANGENT,99.930552,,,,,32.2635,2024111802,,,,,417,286.308,417,386.238,-22.43656100,116.93929600,-22.43680800,116.93836200,ELB_373.11699_423.483,Track Quality Indicator Summary Report
367,Mainline1,Thomas,MLW_4.148_27,5.432,5.531,40438,TANGENT,98.496033,,,,,32.2830,2024112103,,,,,5,432.282,5,530.778,-20.41030700,118.56109900,-20.41110800,118.56151600,MLW_4.446_5.825,Track Quality Indicator Summary Report
4135,Eliwana,Future,ELB_373.11699_423.978022,397.1,397.2,44040,TANGENT,99.930552,,,,,32.2995,2024111802,,,,,397,100.334,397,200.265,-22.41429000,117.12301200,-22.41472000,117.12215800,ELB_373.11699_423.483,Track Quality Indicator Summary Report
3406,Eliwana,De Gray,ELW_288.709_332.927,331.332,331.432,43346,TANGENT,99.553292,,,,,32.3580,2024111802,,,,,331,332.141,331,431.695,-22.29680800,117.69881200,-22.29719400,117.69793900,ELB_313.313_332.927,Track Quality Indicator Summary Report
3038,Eliwana,De Gray,ELW_288.709_332.927,289.706,289.806,42953,TANGENT,99.693373,,,,,32.3880,2024111802,,,,,289,705.943,289,805.637,-22.18401400,118.02003000,-22.18394200,118.01906600,ELW_288.709_309.844,Track Quality Indicator Summary Report
1942,Soloman,Avon,SLB_181_214,206.542,206.641,41898,TANGENT,99.296147,,,,,32.3910,2024112103,,,,,206,541.632,206,640.928,-22.03186800,118.76327200,-22.03233400,118.76245000,SLB_195.023_208.428,Track Quality Indicator Summary Report
2048,Soloman,Bow,SLB_214_248,215.199,215.299,41973,TANGENT,99.929099,,,,,32.3970,2024112103,,,,,215,198.92,215,298.849,-22.05450000,118.68958100,-22.05424900,118.68865100,SLB_214_232.687,Track Quality Indicator Summary Report
1335,Mainline2,Jones to CCK,MLB_270_287.264,283.208,283.308,41396,TANGENT,99.963702,,,,,32.3985,2024112001,,,,,283,207.939,283,307.902,-22.36547300,119.67599900,-22.36618600,119.67659200,MLB_276.409_286.707,Track Quality Indicator Summary Report
4136,Eliwana,Future,ELB_373.11699_423.978022,397.2,397.3,44041,TANGENT,99.930552,,,,,32.4090,2024111802,,,,,397,200.265,397,300.195,-22.41472000,117.12215800,-22.41515000,117.12130400,ELB_373.11699_423.483,Track Quality Indicator Summary Report
6565,Mainline1,Gibb,MLE_163.917_164.295,164.011,164.106,46205,TANGENT,94.63735,,,,,32.4105,2024112103,,,,,164,11.435,164,106.072,-21.74171000,118.87821800,-21.74245700,118.87866700,MLE_163.917_164.295,Track Quality Indicator Summary Report
5569,Mainline1,Forrest-I,MLW_86_121,98.273,98.372,45199,TANGENT,98.956088,,,,,32.4390,2024111802,,,,,98,273.231,98,372.187,-21.19248500,118.77015300,-21.19323100,118.77067700,MLW_98.273_107.575,Track Quality Indicator Summary Report
6858,Mainline2,Nunna,MLW_171_174.319,193.869,193.967,46703,TANGENT,98.893928,,,,,32.5455,2024112001,,,,,193,868.576,193,967.47,-21.94115600,119.04712700,-21.94131200,119.04806900,MLB_192.978_197.033,Track Quality Indicator Summary Report
6792,Mainline2,Nunna,MLE_164.295_171,196.638,196.737,46926,TANGENT,98.893928,,,,,32.6475,2024111903,,,,,196,637.614,196,736.508,-21.95262200,119.07068800,-21.95311000,119.07149000,PTE_192.978_197.033,Track Quality Indicator Summary Report
4784,Mainline1,Barker,MLE_27_60,40.855,40.954,44785,TANGENT,99.385002,,,,,32.6655,2024112103,,,,,40,855.05,40,954.435,-20.72381300,118.60136600,-20.72467200,118.60164100,MLB_30.022_43.538,Track Quality Indicator Summary Report
2390,Soloman,Bow,SPE_232.687_236.297,236.198,236.296,42060,TANGENT,98.710025,,,,,32.6655,2024111703,,,,,236,197.687,236,296.397,-22.02469400,118.49611900,-22.02485700,118.49517800,SPE_232.94_236.297,Track Quality Indicator Summary Report
2830,Soloman,Firetail,SLB_281_303.272,302.294,302.393,42724,TANGENT,98.991603,,,,,32.7945,2024110126,,,,,302,293.782,302,392.774,-22.16411700,117.99597100,-22.16469100,117.99670700,SML_301.601_302.492,Track Quality Indicator Summary Report
7034,Mainline2,Nunna,MLW_171_174.319,190.609,190.708,46946,TANGENT,98.734835,,,,,32.8425,2024112001,,,,,190,608.818,190,707.553,-21.93767300,119.01592200,-21.93790700,119.01684400,MLB_186.462_192.978,Track Quality Indicator Summary Report
1630,Soloman,Avon,SLB_181_214,195.023,195.123,41535,TANGENT,99.296147,,,,,32.8980,2024112103,,,,,195,23.431,195,122.727,-21.97257000,118.84974800,-21.97326200,118.84913700,SLB_195.023_208.428,Track Quality Indicator Summary Report
4369,Eliwana,Future,ELB_373.11699_423.978022,420.484,420.584,44274,TANGENT,99.930552,,,,,32.9490,2024111802,,,,,420,484.09,420,584.02,-22.44994000,116.91326400,-22.44985600,116.91229800,ELB_373.11699_423.483,Track Quality Indicator Summary Report
4370,Eliwana,Future,ELB_373.11699_423.978022,420.584,420.684,44275,TANGENT,99.930552,,,,,32.9715,2024111802,,,,,420,584.02,420,683.951,-22.44985600,116.91229800,-22.44968300,116.91134500,ELB_373.11699_423.483,Track Quality Indicator Summary Report
