ID,Division,Subdivision,Line Code,Start Location,End Location,Segment ID,Segment Type,Segment Length,Degree of Curve,Curve Direction,Radius of Curve,Curve Elevation,TQI Geometry,Run ID TQI Geometry,L Rail Weight,R Rail Weight,L Low/High Rail,R Low/High Rail,Start Major,Start Minor,End Major,End Minor,Start Latitude,Start Longitude,End Latitude,End Longitude,Asset Name,Report Type
2835,Soloman,Firetail,SLB_281_303.272,281.888,281.987,42735,TANGENT,98.842872,,,,,32.9925,2024111802,,,,,281,888.481,281,987.324,-22.17065100,118.09362300,-22.17088100,118.09269700,SLB_281_288.709,Track Quality Indicator Summary Report
2708,Soloman,Capel,SLE_259.416_262.853,260.791,260.889,42367,TANGENT,98.21033,,,,,33.0015,2024111802,,,,,260,790.983,260,889.193,-22.10914500,118.28702400,-22.10950800,118.28615500,SLE_259.416_262.853,Track Quality Indicator Summary Report
958,Mainline1,Thomas,UNKNOWN,-1.44,-1.924,40529,TANGENT,98.8566,,,,,33.0030,2024112001,,,,,-3,1560.412,-2,76.44,-20.38530300,118.57066300,-20.38445400,118.57098100,PL2_-3.411_4.055,Track Quality Indicator Summary Report
7119,Mainline2,Nunna,MLW_171_174.319,183.168,183.267,47031,TANGENT,99.024661,,,,,33.0045,2024112001,,,,,183,167.733,183,266.758,-21.89276200,118.96322200,-21.89331800,118.96397300,MLB_174.652_183.267,Track Quality Indicator Summary Report
5846,Mainline1,Forrest-I,MLW_86_121,93.577,93.677,45685,TANGENT,99.696648,,,,,33.0180,2024112103,,,,,93,577.349,93,677.046,-21.15301900,118.75429800,-21.15388000,118.75458000,MLB_86_93.677,Track Quality Indicator Summary Report
5757,Mainline1,Forrest-I,MLW_86_121,102.826,102.925,45534,TANGENT,98.956088,,,,,33.0465,2024111802,,,,,102,825.731,102,924.687,-21.23025000,118.78591300,-21.23106100,118.78631200,MLW_98.273_107.575,Track Quality Indicator Summary Report
208,Mainline1,Thomas,MLE_-3.59_27,22.809,22.907,40589,TANGENT,98.221395,,,,,33.0900,2024111802,,,,,22,808.943,22,907.165,-20.56232400,118.58418400,-20.56321100,118.58415000,MLE_21.041_22.907,Track Quality Indicator Summary Report
1378,Mainline2,Jones to CCK,PTW_272.823_287.521,272.992,273.077,41135,TANGENT,84.543144,,,,,33.0900,2024100109,,,,,272,992.318,273,76.695,-22.35980500,119.57999200,-22.35989700,119.58080700,PTW_272.823_273.077,Track Quality Indicator Summary Report
3975,Eliwana,Future,ELB_373.11699_423.978022,381.111,381.211,43880,TANGENT,99.930552,,,,,33.1290,2024111802,,,,,381,111.44,381,211.371,-22.37018900,117.26684100,-22.37025600,117.26587300,ELB_373.11699_423.483,Track Quality Indicator Summary Report
5298,Mainline1,Forrest-I,MLE_93.677_121,93.776,93.875,45219,TANGENT,99.002905,,,,,33.1320,2024112103,,,,,93,776.048,93,875.051,-21.15472500,118.75489400,-21.15556900,118.75521300,MLE_93.677_98.43,Track Quality Indicator Summary Report
6371,Mainline1,Gibb,MLB_143_171,144.792,144.891,46329,TANGENT,99.517149,,,,,33.1485,2024112103,,,,,144,791.554,144,891.071,-21.57810700,118.91706400,-21.57882400,118.91648500,MLB_143_147.777,Track Quality Indicator Summary Report
790,Mainline1,Thomas,UNKNOWN,-2.685,-2.585,40195,TANGENT,99.62263,,,,,33.1515,2024112001,,,,,-3,315.474,-3,415.097,-20.39530700,118.56520200,-20.39450500,118.56563500,PL3_-3.572_4.148,Track Quality Indicator Summary Report
2730,Soloman,Capel,SPW_259.416_262.854,259.514,259.612,42312,TANGENT,98.21033,,,,,33.1770,2024112103,,,,,259,514.267,259,612.477,-22.10439000,118.29829900,-22.10471900,118.29741400,SPW_259.416_262.854,Track Quality Indicator Summary Report
1772,Soloman,Avon,SLB_181_214,212.512,212.61,41727,TANGENT,98.593288,,,,,33.2655,2024112103,,,,,212,511.835,212,610.428,-22.05555600,118.71545400,-22.05550200,118.71450100,SLB_209.260_214,Track Quality Indicator Summary Report
1129,Mainline1,Thomas,UNKNOWN,1.836,2.002,40945,TANGENT,98.8566,,,,,33.3390,2024110704,,,,,1,835.821,2,1.553,-20.38245300,118.55589200,-20.38306400,118.55658400,PL1_-3.411_4.054,Track Quality Indicator Summary Report
6635,Mainline1,Gibb,MLE_164.295_171,170.901,171,46582,TANGENT,98.600022,,,,,33.3780,2024112103,,,,,170,901.453,170,1000.053,-21.79616400,118.91034600,-21.79690500,118.91088100,MLE_164.295_171,Track Quality Indicator Summary Report
6417,Mainline1,Gibb,MLB_143_171,150.43,150.529,46393,TANGENT,98.280122,,,,,33.3975,2024112103,,,,,150,430.394,150,528.674,-21.62503800,118.90001900,-21.62592200,118.90011000,MLB_147.777_153.084,Track Quality Indicator Summary Report
4130,Eliwana,Future,ELB_373.11699_423.978022,396.601,396.701,44035,TANGENT,99.930552,,,,,33.4680,2024111802,,,,,396,600.681,396,700.612,-22.41214000,117.12728000,-22.41257000,117.12642600,ELB_373.11699_423.483,Track Quality Indicator Summary Report
6436,Mainline1,Gibb,MLB_143_171,146.085,146.185,46420,TANGENT,99.517149,,,,,33.5130,2024112103,,,,,146,85.314,146,184.832,-21.58744400,118.90955700,-21.58819200,118.90902500,MLB_143_147.777,Track Quality Indicator Summary Report
5522,Mainline1,Forrest-I,MLE_93.677_121,107.383,107.482,45745,TANGENT,99.485223,,,,,33.5535,2024112103,,,,,107,382.556,107,482.041,-21.26690900,118.80576900,-21.26772700,118.80616500,MLE_98.429_107.782,Track Quality Indicator Summary Report
6147,Mainline1,Forrest-II,MLW_121_143,135.612,135.711,46011,TANGENT,99.834998,,,,,33.5580,2024112103,,,,,135,611.62,135,711.455,-21.50550000,118.89748100,-21.50638200,118.89768500,MLB_133.316_143,Track Quality Indicator Summary Report
2353,Soloman,Bow,SLB_214_248,232.587,232.687,42300,TANGENT,99.929099,,,,,33.5955,2024112103,,,,,232,586.918,232,686.847,-22.01859300,118.53039900,-22.01880700,118.52945900,SLB_214_232.687,Track Quality Indicator Summary Report
7977,Mainline2,CBM,UNKNOWN,254.927,255.024,47610,TANGENT,96.86366,,,,,33.6585,2024082305,,,,,254,926.83,255,23.6,-22.32033900,119.41424900,-22.32017700,119.41518200,CBM_254.824_256.304,Track Quality Indicator Summary Report
1776,Soloman,Avon,SLB_181_214,212.61,212.709,41732,TANGENT,98.593288,,,,,33.6675,2024112103,,,,,212,610.428,212,709.022,-22.05550200,118.71450100,-22.05544700,118.71354700,SLB_209.260_214,Track Quality Indicator Summary Report
6546,Mainline1,Gibb,MLB_143_171,162.929,163.027,46568,TANGENT,98.858479,,,,,33.6705,2024112103,,,,,162,928.656,163,27.212,-21.73273900,118.87409700,-21.73358300,118.87441000,MLB_156.701_163.917,Track Quality Indicator Summary Report
6273,Mainline1,Forrest-II,UNKNOWN,128.079,128.156,45838,TANGENT,77.862599,,,,,33.6900,2024080101,,,,,128,78.601,128,156.464,-21.44000900,118.87832000,-21.44067900,118.87855200,Spur_128.079_128.389,Track Quality Indicator Summary Report
6041,Mainline1,Forrest-II,MLE_121_133.315,133.016,133.116,46115,TANGENT,99.708862,,,,,33.7965,2024112103,,,,,133,16.181,133,115.89,-21.48257900,118.89225300,-21.48345900,118.89245800,MLE_128.828_133.315,Track Quality Indicator Summary Report
4,Mainline1,Thomas,,7.638,7.737,40169,TANGENT,98.370113,,,,,33.8610,2024112103,,,,,7,638.356,7,736.726,,,,,MLB_30.022_43.538,Track Quality Indicator Summary Report
4728,Mainline1,Barker,MLE_27_60,37.973,38.072,44729,TANGENT,99.385002,,,,,33.8610,2024112103,,,,,37,972.882,38,72.265,-20.69838600,118.59551000,-20.69926800,118.59569200,MLB_30.022_43.538,Track Quality Indicator Summary Report
1929,Soloman,Avon,SLB_181_214,191.36,191.459,41885,TANGENT,99.611878,,,,,33.8700,2024112103,,,,,191,359.689,191,459.301,-21.94162000,118.85942300,-21.94251900,118.85941400,SLB_181_191.459,Track Quality Indicator Summary Report
5302,Mainline1,Forrest-I,MLE_93.677_121,108.115,108.214,45235,TANGENT,99.886572,,,,,33.8760,2024112103,,,,,108,114.516,108,214.402,-21.27292600,118.80868500,-21.27374700,118.80908300,MLE_107.815_121,Track Quality Indicator Summary Report
3819,Eliwana,Duck,ELW_332.926_373.117,372.517,372.617,43724,TANGENT,99.941451,,,,,33.8835,2024111802,,,,,372,517.344,372,617.285,-22.35998900,117.34658200,-22.35999000,117.34561100,ELB_357.825948_373.117,Track Quality Indicator Summary Report
1219,Mainline2,Jones to CCK,MLB_270_287.264,287.171,287.264,41163,TANGENT,92.933237,,,,,33.9060,2024112001,,,,,287,171.094,287,264.027,-22.39720300,119.69370100,-22.39794900,119.69410800,MLB_286.707_287.264,Track Quality Indicator Summary Report
7860,Mainline2,CBM,MLB_245_270.001,252.95,253.049,47898,TANGENT,98.352206,,,,,33.9405,2024112005,,,,,252,950.413,253,48.768,-22.32035000,119.39505800,-22.32033600,119.39601200,MLB_249.608_253.147,Track Quality Indicator Summary Report
5348,Mainline1,Forrest-I,MLE_93.677_121,100.22,100.319,45342,TANGENT,99.485223,,,,,33.9435,2024112103,,,,,100,219.72,100,319.205,-21.20747500,118.77991200,-21.20830400,118.78028600,MLE_98.429_107.782,Track Quality Indicator Summary Report
5020,Mainline1,Chapman,MLE_60_86,75.822,75.922,45005,TANGENT,99.766931,,,,,33.9510,2024112103,,,,,75,822.322,75,922.089,-21.00522400,118.70291600,-21.00612000,118.70301500,MLB_71.734_86,Track Quality Indicator Summary Report
2656,Soloman,Capel,SLB_248_281,277.221,277.32,42635,TANGENT,99.458449,,,,,33.9885,2024111802,,,,,277,220.582,277,320.04,-22.15975500,118.13736400,-22.15998700,118.13643300,SLB_263.296_281,Track Quality Indicator Summary Report
107,Mainline1,Thomas,MLE_-3.59_27,19.548,19.638,40274,TANGENT,89.634243,,,,,34.0320,2024111802,,,,,19,548.462,19,638.096,-20.53289200,118.58529700,-20.53370100,118.58526600,MLE_19.1_19.728,Track Quality Indicator Summary Report
3493,Eliwana,Duck,ELW_332.926_373.117,333.125,333.225,43398,TANGENT,99.544616,,,,,34.0560,2024111802,,,,,333,125.092,333,224.637,-22.29753500,117.68177400,-22.29741500,117.68081600,ELW_332.926_354.13,Track Quality Indicator Summary Report
4490,Mainline1,Barker,MLE_27_60,54.426,54.526,44404,TANGENT,99.53106,,,,,34.0620,2024112103,,,,,54,426.195,54,525.726,-20.81767800,118.67135900,-20.81855800,118.67116200,MLE_54.227_60,Track Quality Indicator Summary Report
2284,Soloman,Bow,SLB_214_248,247.9,247.999,42231,TANGENT,99.180812,,,,,34.0905,2024112103,,,,,247,899.681,247,998.862,-22.04340400,118.38888700,-22.04386800,118.38806500,SLB_236.296_248,Track Quality Indicator Summary Report
4681,Mainline1,Barker,MLE_27_60,35.687,35.786,44681,TANGENT,99.385002,,,,,34.1790,2024112103,,,,,35,687.046,35,786.431,-20.67811500,118.59134100,-20.67899900,118.59150500,MLB_30.022_43.538,Track Quality Indicator Summary Report
2389,Soloman,Bow,SPE_232.687_236.297,236.099,236.198,42056,TANGENT,98.710025,,,,,34.2015,2024110409,,,,,236,98.977,236,197.687,-22.02453500,118.49706000,-22.02469400,118.49611900,SPE_232.94_236.297,Track Quality Indicator Summary Report
7037,Mainline2,Nunna,MLW_171_174.319,190.708,190.806,46949,TANGENT,98.734835,,,,,34.2240,2024112001,,,,,190,707.553,190,806.288,-21.93790700,119.01684400,-21.93809100,119.01777900,MLB_186.462_192.978,Track Quality Indicator Summary Report
1196,Mainline2,Jones to CCK,MLB_270_287.264,270,270.097,41101,TANGENT,97.368535,,,,,34.2570,2024112001,,,,,271,-1000.426,271,-903.058,-22.35178300,119.55248600,-22.35224400,119.55329000,MLB_270_272.823,Track Quality Indicator Summary Report
3052,Eliwana,De Gray,ELW_288.709_332.927,314.707,314.806,42971,TANGENT,99.553292,,,,,34.2615,2024111802,,,,,314,706.747,314,806.3,-22.24824900,117.84303700,-22.24833600,117.84207500,ELB_313.313_332.927,Track Quality Indicator Summary Report
7975,Mainline2,CBM,UNKNOWN,249.705,249.802,47608,TANGENT,97.238786,,,,,34.3020,2024110907,,,,,249,704.86,249,802.099,-22.31212200,119.36659500,-22.31280500,119.36718800,CBM_249.609_252.134,Track Quality Indicator Summary Report
6566,Mainline1,Gibb,MLE_163.917_164.295,164.106,164.201,46215,TANGENT,94.63735,,,,,34.3395,2024112103,,,,,164,106.072,164,200.709,-21.74245700,118.87866700,-21.74321900,118.87908000,MLE_163.917_164.295,Track Quality Indicator Summary Report
4100,Eliwana,Future,ELB_373.11699_423.978022,393.603,393.703,44005,TANGENT,99.930552,,,,,34.3725,2024111802,,,,,393,602.761,393,702.692,-22.39657200,117.15096900,-22.39722300,117.15029600,ELB_373.11699_423.483,Track Quality Indicator Summary Report
7542,Mainline2,Morgan,MLB_203_208.147,234.654,234.754,47566,TANGENT,99.739732,,,,,34.4100,2024112001,,,,,234,654.227,234,753.967,-22.20715500,119.28200400,-22.20800400,119.28232700,MLB_216.401_235.452,Track Quality Indicator Summary Report
1423,Mainline2,Jones to CCK,UNKNOWN,287.62,287.72,41118,TANGENT,99.980475,,,,,34.4985,2024112001,,,,,287,620.377,287,720.358,-22.40088000,119.69554300,-22.40167600,119.69599800,CCL_287.521_294.219,Track Quality Indicator Summary Report
2701,Soloman,Capel,SLE_259.416_262.853,260.104,260.202,42339,TANGENT,98.21033,,,,,34.5405,2024111802,,,,,260,103.511,260,201.721,-22.10660100,118.29310300,-22.10696400,118.29223400,SLE_259.416_262.853,Track Quality Indicator Summary Report
6506,Mainline1,Gibb,MLB_143_171,147.678,147.777,46512,TANGENT,99.517149,,,,,34.5540,2024112103,,,,,147,677.559,147,777.076,-21.60059900,118.90349900,-21.60146900,118.90326100,MLB_143_147.777,Track Quality Indicator Summary Report
6852,Mainline2,Nunna,MLW_171_174.319,193.77,193.869,46693,TANGENT,98.893928,,,,,34.5585,2024112001,,,,,193,769.682,193,868.576,-21.94102900,119.04617900,-21.94115600,119.04712700,MLB_192.978_197.033,Track Quality Indicator Summary Report
1186,Mainline1,Thomas,UNKNOWN,3.777,3.876,41045,TANGENT,98.8566,,,,,34.5615,2024112103,,,,,3,777.427,3,876.284,-20.39608800,118.56433800,-20.39691000,118.56403000,PL1_-3.411_4.054,Track Quality Indicator Summary Report
7383,Mainline2,Morgan,MLB_203_208.147,208.048,208.147,47390,TANGENT,98.962206,,,,,34.5930,2024112001,,,,,208,47.973,208,146.935,-22.00197900,119.16502500,-22.00277500,119.16546000,MLB_203_208.147,Track Quality Indicator Summary Report
3711,Eliwana,Duck,ELW_332.926_373.117,367.121,367.22,43616,TANGENT,99.941451,,,,,34.6110,2024111802,,,,,367,120.532,367,220.473,-22.37212100,117.39587700,-22.37189600,117.39493700,ELB_357.825948_373.117,Track Quality Indicator Summary Report
7444,Mainline2,Morgan,MLB_203_208.147,224.879,224.979,47468,TANGENT,99.739732,,,,,34.6200,2024112001,,,,,224,879.199,224,978.938,-22.12928600,119.24602300,-22.12984000,119.24678500,MLB_216.401_235.452,Track Quality Indicator Summary Report
1681,Soloman,Avon,SLB_181_214,182.096,182.195,41614,TANGENT,99.611878,,,,,34.6770,2024112103,,,,,182,95.719,182,195.331,-21.87363100,118.90882700,-21.87429000,118.90817200,SLB_181_191.459,Track Quality Indicator Summary Report
4812,Mainline1,Barker,MLW_27_60,27,27.098,44389,TANGENT,97.483115,,,,,34.7010,2024112103,,,,,28,-999.77,28,-902.287,-20.60016100,118.58268100,-20.60104300,118.58266900,MLW_27_30.022,Track Quality Indicator Summary Report
8025,Mainline2,CBM,UNKNOWN,255.508,255.605,47706,TANGENT,96.86366,,,,,34.7145,2024082305,,,,,255,507.918,255,604.781,-22.32063400,119.41963300,-22.32095200,119.42046400,CBM_254.824_256.304,Track Quality Indicator Summary Report
6686,Mainline2,Nunna,MLE_164.295_171,185.422,185.516,46599,TANGENT,94.615246,,,,,34.8420,2024112005,,,,,185,421.619,185,516.234,-21.90675100,118.97898500,-21.90738200,118.97960200,PTE_185.421_186.462,Track Quality Indicator Summary Report
6917,Mainline2,Nunna,MLW_171_174.319,188.338,188.437,46790,TANGENT,98.734835,,,,,34.9815,2024112001,,,,,188,338.361,188,437.096,-21.92643000,118.99774200,-21.92710500,118.99836500,MLB_186.462_192.978,Track Quality Indicator Summary Report
6923,Mainline2,Nunna,MLW_171_174.319,188.437,188.536,46798,TANGENT,98.734835,,,,,35.0055,2024112001,,,,,188,437.096,188,535.831,-21.92710500,118.99836500,-21.92777200,118.99899900,MLB_186.462_192.978,Track Quality Indicator Summary Report
2057,Soloman,Bow,SLB_214_248,215.499,215.599,41985,TANGENT,99.929099,,,,,35.0385,2024112103,,,,,215,498.708,215,598.637,-22.05371000,118.68680300,-22.05344100,118.68587900,SLB_214_232.687,Track Quality Indicator Summary Report
2769,Soloman,Firetail,ELB_288.709_309.841,288.807,288.905,42688,TANGENT,97.537485,,,,,35.0595,2024110810,,,,,288,807.339,288,904.876,-22.18461500,118.02872800,-22.18445700,118.02779800,ELB_288.709_309.841,Track Quality Indicator Summary Report
1786,Soloman,Avon,SLB_181_214,212.906,213.005,41742,TANGENT,98.593288,,,,,35.0610,2024112103,,,,,212,906.208,213,4.813,-22.05533800,118.71164100,-22.05528600,118.71068700,SLB_209.260_214,Track Quality Indicator Summary Report
919,Mainline1,Thomas,UNKNOWN,7.246,7.343,40436,TANGENT,96.899012,,,,,35.1285,2024080711,,,,,7,246.346,7,343.245,-20.42492600,118.56898400,-20.42572300,118.56937000,PTE_6.277_7.343,Track Quality Indicator Summary Report
4183,Eliwana,Future,ELB_373.11699_423.978022,401.897,401.997,44088,TANGENT,99.930552,,,,,35.1315,2024111802,,,,,401,897.002,401,996.932,-22.42664000,117.07889300,-22.42705800,117.07803300,ELB_373.11699_423.483,Track Quality Indicator Summary Report
7443,Mainline2,Morgan,MLB_203_208.147,224.779,224.879,47467,TANGENT,99.739732,,,,,35.1795,2024112001,,,,,224,779.459,224,879.199,-22.12871000,119.24528000,-22.12928600,119.24602300,MLB_216.401_235.452,Track Quality Indicator Summary Report
6671,Mainline1,Gibb,PTE_153.085_156.701,156.505,156.603,46454,TANGENT,97.745498,,,,,35.1855,2024112005,,,,,156,505.374,156,603.119,-21.67785000,118.88890500,-21.67861900,118.88844000,PTE_153.085_156.701,Track Quality Indicator Summary Report
2738,Soloman,Capel,SPW_259.416_262.854,260.3,260.398,42349,TANGENT,98.21033,,,,,35.2095,2024112103,,,,,260,299.931,260,398.141,-22.10726200,118.29133400,-22.10762500,118.29046600,SPW_259.416_262.854,Track Quality Indicator Summary Report
1791,Soloman,Avon,SLB_181_214,198.896,198.995,41747,TANGENT,99.296147,,,,,35.2170,2024112103,,,,,198,895.641,198,994.937,-21.99402000,118.82170500,-21.99427600,118.82078400,SLB_195.023_208.428,Track Quality Indicator Summary Report
2709,Soloman,Capel,SLE_259.416_262.853,260.889,260.987,42371,TANGENT,98.21033,,,,,35.3625,2024111802,,,,,260,889.193,260,987.403,-22.10950800,118.28615500,-22.10987100,118.28528700,SLE_259.416_262.853,Track Quality Indicator Summary Report
4103,Eliwana,Future,ELB_373.11699_423.978022,393.903,394.002,44008,TANGENT,99.930552,,,,,35.4015,2024111802,,,,,393,902.553,394,2.429,-22.39853900,117.14896800,-22.39918600,117.14829000,ELB_373.11699_423.483,Track Quality Indicator Summary Report
6550,Mainline1,Gibb,MLB_143_171,163.126,163.225,46574,TANGENT,98.858479,,,,,35.4135,2024112103,,,,,163,126.071,163,224.929,-21.73442600,118.87472500,-21.73526900,118.87504000,MLB_156.701_163.917,Track Quality Indicator Summary Report
1525,Mainline2,Jones to CCK,UNKNOWN,294.118,294.218,41394,TANGENT,99.980475,,,,,35.4150,2024112005,,,,,294,118.331,294,218.312,-22.40772000,119.72105900,-22.40765200,119.72009100,CCL_287.521_294.219,Track Quality Indicator Summary Report
2657,Soloman,Capel,SLB_248_281,277.32,277.419,42636,TANGENT,99.458449,,,,,35.5530,2024111802,,,,,277,320.04,277,419.499,-22.15998700,118.13643300,-22.16021900,118.13550100,SLB_263.296_281,Track Quality Indicator Summary Report
1755,Soloman,Avon,SLB_181_214,197.903,198.002,41706,TANGENT,99.296147,,,,,35.5785,2024112103,,,,,197,902.979,198,1.975,-21.99130000,118.83086700,-21.99157200,118.82995100,SLB_195.023_208.428,Track Quality Indicator Summary Report
7672,Mainline2,CBM,MLB_245_270.001,255.676,255.768,47577,TANGENT,91.45013,,,,,35.6205,2024112001,,,,,255,676.292,255,767.742,-22.32066600,119.42132800,-22.32097400,119.42215100,MLB_255.676_256.5,Track Quality Indicator Summary Report
7470,Mainline2,Morgan,MLB_203_208.147,227.472,227.572,47494,TANGENT,99.739732,,,,,35.7075,2024112001,,,,,227,472.351,227,572.091,-22.14519600,119.26406400,-22.14603100,119.26442500,MLB_216.401_235.452,Track Quality Indicator Summary Report
3486,Eliwana,De Gray,ELW_309.844_313.313,313.214,313.313,43052,TANGENT,99.114128,,,,,35.8170,2024111703,,,,,313,213.88,313,312.995,-22.24696300,117.85745700,-22.24703000,117.85649800,ELW_309.844_313.313,Track Quality Indicator Summary Report
336,Mainline1,Thomas,MLW_4.148_27,4.742,4.84,40194,TANGENT,98.496033,,,,,35.9835,2024112103,,,,,4,741.978,4,840.474,-20.40419100,118.56057600,-20.40506500,118.56037400,MLW_4.446_5.825,Track Quality Indicator Summary Report
91,Mainline1,Thomas,MLE_-3.59_27,4.693,4.792,40220,TANGENT,98.334578,,,,,36.0180,2024112005,,,,,4,693.427,4,791.761,-20.40378300,118.56075600,-20.40464000,118.56051000,MLE_4.301_5.971,Track Quality Indicator Summary Report
1032,Mainline1,Thomas,UNKNOWN,18.385,18.485,40717,TANGENT,99.943841,,,,,36.0795,2024071402,,,,,18,384.693,18,484.637,-20.52239700,118.58608000,-20.52329900,118.58604600,TY2_15.788_19.185,Track Quality Indicator Summary Report
2761,Soloman,Capel,SPW_259.416_262.854,262.559,262.657,42441,TANGENT,98.21033,,,,,36.0855,2024111703,,,,,262,558.769,262,656.979,-22.11561800,118.27135900,-22.11598200,118.27049100,SPW_259.416_262.854,Track Quality Indicator Summary Report
2373,Soloman,Bow,SPE_232.687_236.297,234.52,234.619,41992,TANGENT,98.710025,,,,,36.1095,2024110409,,,,,234,520.009,234,618.719,-22.02187400,118.51205500,-22.02194400,118.51110200,SPE_232.94_236.297,Track Quality Indicator Summary Report
2737,Soloman,Capel,SPW_259.416_262.854,260.202,260.3,42345,TANGENT,98.21033,,,,,36.1905,2024112103,,,,,260,201.721,260,299.931,-22.10689900,118.29220300,-22.10726200,118.29133400,SPW_259.416_262.854,Track Quality Indicator Summary Report
371,Mainline1,Thomas,MLW_4.148_27,5.531,5.629,40461,TANGENT,98.496033,,,,,36.2280,2024112103,,,,,5,530.778,5,629.274,-20.41110800,118.56151600,-20.41190300,118.56194000,MLW_4.446_5.825,Track Quality Indicator Summary Report
1858,Soloman,Avon,SLB_181_214,201.775,201.875,41814,TANGENT,99.296147,,,,,36.2760,2024112103,,,,,201,775.263,201,874.559,-22.00142300,118.79524900,-22.00195900,118.79447900,SLB_195.023_208.428,Track Quality Indicator Summary Report
4108,Eliwana,Future,ELB_373.11699_423.978022,394.402,394.502,44013,TANGENT,99.930552,,,,,36.3480,2024111802,,,,,394,402.151,394,502.082,-22.40132900,117.14516900,-22.40184400,117.14437200,ELB_373.11699_423.483,Track Quality Indicator Summary Report
375,Mainline1,Thomas,MLW_4.148_27,5.629,5.728,40484,TANGENT,98.496033,,,,,36.3735,2024112103,,,,,5,629.274,5,727.77,-20.41190300,118.56194000,-20.41269700,118.56236400,MLW_4.446_5.825,Track Quality Indicator Summary Report
43,Mainline1,Thomas,MLE_-3.59_27,5.973,6.044,39908,TANGENT,72.182068,,,,,36.4215,2024112005,,,,,5,972.608,6,43.561,-20.41465300,118.56346100,-20.41523500,118.56377200,MLE_5.971_6.116,Track Quality Indicator Summary Report
999,Mainline1,Thomas,UNKNOWN,-1.33,-1.232,40639,TANGENT,98.8566,,,,,36.6000,2024110704,,,,,-2,669.579,-2,768.436,-20.37895500,118.57133500,-20.37803200,118.57102500,PL1_-3.411_4.054,Track Quality Indicator Summary Report
5168,Mainline1,Chapman,MLW_60_71.732,60,60.099,44812,TANGENT,99.279081,,,,,36.7215,2024112001,,,,,61,-1000.149,61,-900.87,-20.86715300,118.66472800,-20.86802900,118.66493200,MLW_60_68.538,Track Quality Indicator Summary Report
1816,Soloman,Avon,SLB_181_214,213.892,213.991,41772,TANGENT,98.593288,,,,,36.7320,2024112103,,,,,213,892.152,213,990.746,-22.05590700,118.70212200,-22.05595200,118.70116800,SLB_209.260_214,Track Quality Indicator Summary Report
2762,Soloman,Capel,SPW_259.416_262.854,262.657,262.755,42445,TANGENT,98.21033,,,,,36.7710,2024111703,,,,,262,656.979,262,755.19,-22.11598200,118.27049100,-22.11637900,118.26963800,SPW_259.416_262.854,Track Quality Indicator Summary Report
4107,Eliwana,Future,ELB_373.11699_423.978022,394.302,394.402,44012,TANGENT,99.930552,,,,,36.7905,2024111802,,,,,394,302.22,394,402.151,-22.40081300,117.14596600,-22.40132900,117.14516900,ELB_373.11699_423.483,Track Quality Indicator Summary Report
721,Mainline1,Thomas,UNKNOWN,11.347,11.415,40084,TANGENT,68.605587,,,,,36.8370,2024112005,,,,,11,346.853,11,415.458,-20.45950000,118.58276600,-20.46010200,118.58292500,MLX_11.278_11.484,Track Quality Indicator Summary Report
1369,Mainline2,Jones to CCK,MLB_270_287.264,286.607,286.707,41430,TANGENT,99.963702,,,,,36.8550,2024112001,,,,,286,606.787,286,706.751,-22.39266000,119.69122300,-22.39346400,119.69166200,MLB_276.409_286.707,Track Quality Indicator Summary Report
7131,Mainline2,Morgan,MLB_203_208.147,235.452,235.55,47036,TANGENT,98.515003,,,,,36.9810,2024112001,,,,,235,451.833,235,550.348,-22.21364000,119.28533800,-22.21441200,119.28581000,MLW_235.452_239.097,Track Quality Indicator Summary Report
1006,Mainline1,Thomas,UNKNOWN,-1.232,-1.133,40655,TANGENT,98.8566,,,,,37.0530,2024112001,,,,,-2,768.436,-2,867.293,-20.37830300,118.57044300,-20.37751200,118.56998000,PL2_-3.411_4.055,Track Quality Indicator Summary Report
1632,Soloman,Avon,SLB_181_214,209.259,209.358,41537,TANGENT,98.593288,,,,,37.1865,2024112103,,,,,209,258.941,209,357.534,-22.04914300,118.74467400,-22.04979100,118.74401900,SLB_209.260_214,Track Quality Indicator Summary Report
2806,Soloman,Firetail,SLB_281_303.272,301.7,301.799,42682,TANGENT,98.991603,,,,,37.2135,2024110126,,,,,301,699.755,301,798.746,-22.16067100,117.99155500,-22.16124500,117.99229100,SML_301.601_302.492,Track Quality Indicator Summary Report
4920,Mainline1,Chapman,MLE_60_86,71.546,71.639,44838,TANGENT,93.20189,,,,,37.3560,2024112103,,,,,71,546.108,71,639.31,-20.96824900,118.69114500,-20.96905400,118.69140700,MLE_71.266_71.732,Track Quality Indicator Summary Report
3132,Eliwana,De Gray,ELW_288.709_332.927,317.693,317.793,43072,TANGENT,99.553292,,,,,37.4205,2024111802,,,,,317,693.343,317,792.896,-22.25244900,117.81495600,-22.25308300,117.81427000,ELB_313.313_332.927,Track Quality Indicator Summary Report
136,Mainline1,Thomas,MLE_-3.59_27,11.993,12.082,40375,TANGENT,89.303307,,,,,37.4550,2024111802,,,,,11,992.673,12,81.908,-20.46507000,118.58460700,-20.46584100,118.58485800,MLE_11.278_12.082,Track Quality Indicator Summary Report
1183,Mainline1,Thomas,UNKNOWN,3.679,3.777,41040,TANGENT,98.8566,,,,,37.4760,2024112103,,,,,3,678.57,3,777.427,-20.39523600,118.56453800,-20.39608800,118.56433800,PL1_-3.411_4.054,Track Quality Indicator Summary Report
