Name,Latitude (Decimal degree),Longitude (Decimal degree),Track,Approx Track location    (km +50m),IRV Channel which measured location,Track Features,Units of data,Recent Hit Rate %,Severity,Recent Max,Recent Average,Getting Worse?,Days S1
3.319,-21.27208333,118.80827778,MAINLINE,108.011,SF Accel East,IRJ,g,1,3,19.7,16.1,No,No Trend
3.32,-21.27216667,118.80825000,MAINLINE,108.019,SF Accel West,"IRJ, POS",g,0.96,3,23.3,19.1,No,No Trend
3.321,-21.27216667,118.80825000,MAINLINE,108.019,SF Accel East,"IRJ, POS",g,0.96,3,23.4,18.4,No,No Trend
3.322,-21.27247222,118.80847222,MAINLINE,108.061,SF Accel West,IRJ,g,0.05,3,23.6,3.4,No,No Trend
3.323,-21.27819444,118.81138889,MAINLINE,108.761,SF Accel West,,g,0.19,3,10.7,7.8,No,No Trend
3.324,-21.27819444,118.81138889,MAINLINE,108.761,SF Accel East,,g,0.05,3,10.1,7,No,No Trend
3.325,-21.32286111,118.83561111,MAINLINE,114.311,SF Accel West,IRJ,g,0.19,3,10.7,9,No,No Trend
3.326,-21.32286111,118.83561111,MAINLINE,114.311,SF Accel East,IRJ,g,0.14,3,11.2,8.7,No,No Trend
3.327,-21.32297222,118.83555556,MAINLINE,114.319,SF Accel West,IRJ,g,0.96,3,15.8,12.7,No,No Trend
3.328,-21.32297222,118.83555556,MAINLINE,114.319,SF Accel East,IRJ,g,0.96,3,16.4,12.9,No,No Trend
3.329,-21.32327778,118.83580556,MAINLINE,114.361,SF Accel West,IRJ,g,0.14,3,12.5,7.4,No,No Trend
3.33,-21.32336111,118.83577778,MAINLINE,114.369,SF Accel West,IRJ,g,0.04,3,15.3,5,No,No Trend
3.331,-21.32366667,118.83602778,MAINLINE,114.411,SF Accel West,,g,0.1,3,15.4,5.2,No,No Trend
3.332,-21.34891667,118.84991667,MAINLINE,117.561,SF Accel West,,g,0.43,3,17.4,9.9,No,No Trend
3.333,-21.34891667,118.84991667,MAINLINE,117.561,SF Accel East,,g,0.43,3,13.8,8.8,No,No Trend
3.334,-21.35363889,118.85180556,MAINLINE,118.119,SF Accel West,,g,0.25,3,11.5,8.6,No,No Trend
3.335,-21.35363889,118.85180556,MAINLINE,118.119,SF Accel East,,g,0.17,3,11.6,8.2,No,No Trend
3.336,-21.35516667,118.85266667,MAINLINE,118.311,SF Accel West,,g,0.1,3,11.9,4.8,No,No Trend
3.337,-21.35638889,118.85330556,MAINLINE,118.461,SF Accel West,,g,0.1,3,11.5,6.5,No,No Trend
3.338,-21.37411111,118.85897222,MAINLINE,120.511,SF Accel West,,g,0.24,3,13.7,5.4,No,No Trend
3.339,-21.37411111,118.85897222,MAINLINE,120.511,SF Accel East,,g,0.14,3,15.7,5,No,No Trend
3.34,-21.37455556,118.85911111,MAINLINE,120.561,SF Accel West,,g,0.67,3,22.5,9.7,No,No Trend
3.341,-21.37455556,118.85911111,MAINLINE,120.561,SF Accel East,,g,0.71,3,15.8,11.4,No,No Trend
3.342,-21.37463889,118.85902778,MAINLINE,120.569,SF Accel West,IRJ,g,0.04,3,11.2,6.3,No,No Trend
3.343,-21.37463889,118.85902778,MAINLINE,120.569,SF Accel East,IRJ,g,0.04,3,11.1,7.2,No,No Trend
3.344,-21.41794444,118.87244444,MAINLINE,125.561,SF Accel West,,g,0.48,3,21.9,10.4,No,No Trend
3.345,-21.41794444,118.87244444,MAINLINE,125.561,SF Accel East,,g,0.76,3,17.7,12,No,No Trend
3.346,-21.41838889,118.87255556,MAINLINE,125.611,SF Accel West,,g,0.43,3,21.5,9.3,No,No Trend
3.347,-21.41838889,118.87255556,MAINLINE,125.611,SF Accel East,,g,0.14,3,16.4,4.3,No,No Trend
3.348,-21.41925000,118.87277778,MAINLINE,125.711,SF Accel West,,g,0.52,3,17.2,9.4,No,No Trend
3.349,-21.41925000,118.87277778,MAINLINE,125.711,SF Accel East,,g,0.81,3,18.4,13,No,No Trend
3.35,-21.41969444,118.87291667,MAINLINE,125.761,SF Accel West,"IRJ, POS",g,0.38,3,24.1,7.7,No,No Trend
3.351,-21.41969444,118.87291667,MAINLINE,125.761,SF Accel East,"IRJ, POS",g,0.1,3,19,4.7,No,No Trend
3.352,-21.42063889,118.87311111,MAINLINE,125.869,SF Accel West,,g,0.13,3,13.4,5.4,No,No Trend
3.353,-21.42108333,118.87322222,MAINLINE,125.919,SF Accel West,IRJ,g,0.35,3,17.6,8.2,No,No Trend
3.354,-21.42108333,118.87322222,MAINLINE,125.919,SF Accel East,IRJ,g,0.52,3,15.5,10.1,No,No Trend
3.355,-21.42941667,118.87544444,MAINLINE,126.869,SF Accel West,,g,0.09,3,11.9,5,No,No Trend
3.356,-21.42941667,118.87544444,MAINLINE,126.869,SF Accel East,,g,0.13,3,11.9,5.4,No,No Trend
3.357,-21.42986111,118.87555556,MAINLINE,126.919,SF Accel West,,g,0.04,3,11.8,3.1,No,No Trend
3.358,-21.43983333,118.87827778,MAINLINE,128.061,SF Accel West,IRJ,g,0.05,3,11.2,7.3,No,No Trend
3.359,-21.43983333,118.87827778,MAINLINE,128.061,SF Accel East,IRJ,g,0.19,3,11.9,7.7,No,No Trend
3.36,-21.44027778,118.87841667,MAINLINE,128.111,SF Accel West,,g,0.48,3,15,8.2,No,No Trend
3.361,-21.44027778,118.87841667,MAINLINE,128.111,SF Accel East,,g,0.62,3,18.3,9.1,No,No Trend
3.362,-21.44072222,118.87852778,MAINLINE,128.161,SF Accel West,,g,0.48,3,21.4,7.8,No,No Trend
3.363,-21.44072222,118.87852778,MAINLINE,128.161,SF Accel East,,g,0.33,3,18.4,6.9,No,No Trend
3.364,-21.45613889,118.88419444,MAINLINE,129.969,SF Accel West,,g,0.08,3,13.4,7.5,No,No Trend
3.365,-21.45613889,118.88419444,MAINLINE,129.969,SF Accel East,,g,0.04,3,12.1,7.5,No,No Trend
3.366,-21.48252778,118.89227778,MAINLINE,133.011,SF Accel West,,g,0.1,3,14.4,3.8,No,No Trend
3.367,-21.48261111,118.89219444,MAINLINE,133.019,SF Accel West,,g,0.04,3,13,3.4,No,No Trend
3.368,-21.48297222,118.89236111,MAINLINE,133.061,SF Accel West,,g,0.9,3,24.2,14.3,No,No Trend
3.369,-21.48297222,118.89236111,MAINLINE,133.061,SF Accel East,,g,1,3,19.9,15.6,No,No Trend
3.37,-21.48305556,118.89230556,MAINLINE,133.069,SF Accel West,IRJ,g,0.92,3,20.5,12.7,No,No Trend
3.371,-21.48305556,118.89230556,MAINLINE,133.069,SF Accel East,IRJ,g,0.96,3,17,12.1,No,No Trend
3.372,-21.48341667,118.89247222,MAINLINE,133.111,SF Accel West,,g,0.05,3,11.7,6.2,No,No Trend
3.373,-21.48430556,118.89263889,MAINLINE,133.211,SF Accel West,POS,g,0.05,3,18.6,6.5,No,No Trend
3.374,-21.48438889,118.89261111,MAINLINE,133.219,SF Accel West,,g,0.61,3,21.4,11.9,No,No Trend
3.375,-21.48438889,118.89261111,MAINLINE,133.219,SF Accel East,,g,0.35,3,20.6,8.1,No,No Trend
3.376,-21.48483333,118.89269444,MAINLINE,133.269,SF Accel West,IRJ,g,0.48,3,19.3,11.4,No,No Trend
3.377,-21.48483333,118.89269444,MAINLINE,133.269,SF Accel East,IRJ,g,0.74,3,21.2,13,No,No Trend
3.378,-21.48519444,118.89280556,MAINLINE,133.311,SF Accel West,POS,g,0.32,3,14.3,5.3,No,No Trend
3.379,-21.48519444,118.89280556,MAINLINE,133.311,SF Accel East,POS,g,0.32,3,16.2,5.9,No,No Trend
3.38,-21.48525000,118.89283333,MAINLINE,133.319,SF Accel West,,g,1,3,19.9,12.3,No,No Trend
3.381,-21.48525000,118.89283333,MAINLINE,133.319,SF Accel East,,g,0.96,3,19.4,12.3,No,No Trend
3.382,-21.48613889,118.89302778,MAINLINE,133.419,SF Accel West,,g,0.8,3,15.5,9.6,No,No Trend
3.383,-21.48613889,118.89302778,MAINLINE,133.419,SF Accel East,,g,0.8,3,15.1,10.2,No,No Trend
3.384,-21.48658333,118.89313889,MAINLINE,133.469,SF Accel West,,g,0.2,3,15.8,5.3,No,No Trend
3.385,-21.51744444,118.90047222,MAINLINE,136.969,Bounce,Crossing,mm,0.12,3,4.8,1.6,No,No Trend
3.386,-21.51786111,118.90061111,MAINLINE,137.019,Bounce,Crossing,mm,0.28,3,4.7,2,No,No Trend
3.387,-21.54822222,118.92400000,MAINLINE,141.219,SF Accel West,,g,0.12,3,12.6,3.7,No,No Trend
3.388,-21.54863889,118.92416667,MAINLINE,141.269,SF Accel West,,g,0.28,3,13.8,8.8,No,No Trend
3.389,-21.54863889,118.92416667,MAINLINE,141.269,SF Accel East,,g,0.52,3,13.7,9,No,No Trend
3.39,-21.56375000,118.92530556,MAINLINE,142.969,SF Accel West,,g,0.88,3,19.3,10.1,No,No Trend
3.391,-21.56375000,118.92530556,MAINLINE,142.969,SF Accel East,,g,0.88,3,20.2,10.5,No,No Trend
3.392,-21.56550000,118.92483333,MAINLINE,143.169,SF Accel West,,g,0.04,3,10.6,3.4,No,No Trend
3.393,-21.56594444,118.92469444,MAINLINE,143.219,SF Accel West,,g,0.44,3,13.1,7.9,No,No Trend
3.394,-21.56594444,118.92469444,MAINLINE,143.219,SF Accel East,,g,0.32,3,11.7,8,No,No Trend
3.395,-21.57172222,118.92197222,MAINLINE,143.919,SF Accel West,,g,0.44,3,14.3,7.9,No,No Trend
3.396,-21.57172222,118.92197222,MAINLINE,143.919,SF Accel East,,g,0.72,3,14.1,8.9,No,No Trend
3.397,-21.57211111,118.92172222,MAINLINE,143.969,SF Accel West,,g,0.4,3,17.2,6.8,No,No Trend
3.398,-21.57211111,118.92172222,MAINLINE,143.969,SF Accel East,,g,0.4,3,18.3,5.9,No,No Trend
3.399,-21.57247222,118.92147222,MAINLINE,144.019,SF Accel West,,g,1,3,19.5,13,No,No Trend
3.4,-21.57247222,118.92147222,MAINLINE,144.019,SF Accel East,,g,1,3,19.5,13.5,No,No Trend
3.401,-21.57286111,118.92122222,MAINLINE,144.069,SF Accel West,,g,0.64,3,14.9,8.1,No,No Trend
3.402,-21.57286111,118.92122222,MAINLINE,144.069,SF Accel East,,g,0.56,3,15.1,8.6,No,No Trend
3.403,-21.58769444,118.90936111,MAINLINE,146.119,Rock,,mm,0.08,3,8.4,5.5,No,No Trend
3.404,-21.58883333,118.90858333,MAINLINE,146.269,SF Accel West,,g,0.24,3,11.4,5.1,No,No Trend
3.405,-21.58883333,118.90858333,MAINLINE,146.269,SF Accel East,,g,0.08,3,12.7,4.9,No,No Trend
3.406,-21.58922222,118.90836111,MAINLINE,146.319,SF Accel West,,g,0.56,3,12.7,7,No,No Trend
3.407,-21.58922222,118.90836111,MAINLINE,146.319,SF Accel East,,g,0.68,3,13.8,6.8,No,No Trend
3.408,-21.59330556,118.90627778,MAINLINE,146.819,SF Accel West,,g,0.12,3,12.6,5.9,No,No Trend
3.409,-21.59330556,118.90627778,MAINLINE,146.819,SF Accel East,,g,0.12,3,10.2,5.9,No,No Trend
3.41,-21.59372222,118.90611111,MAINLINE,146.869,SF Accel West,,g,0.56,3,16.4,9,No,No Trend
3.411,-21.59372222,118.90611111,MAINLINE,146.869,SF Accel East,,g,0.56,3,14.7,8.3,No,No Trend
3.412,-21.59413889,118.90591667,MAINLINE,146.919,SF Accel West,,g,0.76,3,16.3,10.1,No,No Trend
3.413,-21.59413889,118.90591667,MAINLINE,146.919,SF Accel East,,g,0.72,3,19,10,No,No Trend
3.414,-21.59455556,118.90575000,MAINLINE,146.969,SF Accel West,,g,0.6,3,11.7,8.3,No,No Trend
3.415,-21.59455556,118.90575000,MAINLINE,146.969,SF Accel East,,g,0.52,3,15.9,8.2,No,No Trend
3.416,-21.59497222,118.90558333,MAINLINE,147.019,SF Accel West,,g,0.6,3,17.1,9.4,No,No Trend
3.417,-21.59497222,118.90558333,MAINLINE,147.019,SF Accel East,,g,0.56,3,16.7,8.8,No,No Trend
3.418,-21.59538889,118.90538889,MAINLINE,147.069,SF Accel West,,g,0.32,3,13.6,4.7,No,No Trend
3.419,-21.59538889,118.90538889,MAINLINE,147.069,SF Accel East,,g,0.24,3,15.4,4.3,No,No Trend
3.42,-21.60097222,118.90338889,MAINLINE,147.719,SF Accel West,"POS, IRJ",g,0.84,3,15.2,9.3,No,No Trend
3.421,-21.60097222,118.90338889,MAINLINE,147.719,SF Accel East,"POS, IRJ",g,0.84,3,16.8,9.8,No,No Trend
3.422,-21.60138889,118.90327778,MAINLINE,147.769,SF Accel West,"POS, IRJ",g,0.64,3,16.9,7.8,No,No Trend
3.423,-21.60138889,118.90327778,MAINLINE,147.769,SF Accel East,"POS, IRJ",g,0.72,3,17.1,9.2,No,No Trend
3.424,-21.60183333,118.90316667,MAINLINE,147.819,SF Accel West,POS,g,1,3,17.3,13.5,No,No Trend
3.425,-21.60183333,118.90316667,MAINLINE,147.819,SF Accel East,POS,g,1,3,21.9,13.1,No,No Trend
3.426,-21.60227778,118.90305556,MAINLINE,147.869,SF Accel West,POS,g,0.28,3,15.5,5.5,No,No Trend
3.427,-21.60313889,118.90280556,MAINLINE,147.969,SF Accel West,IRJ,g,0.92,3,19.9,12.2,No,No Trend
3.428,-21.60313889,118.90280556,MAINLINE,147.969,SF Accel East,IRJ,g,0.92,3,21.3,11.7,No,No Trend
3.429,-21.60358333,118.90269444,MAINLINE,148.019,SF Accel East,,g,0.6,3,23,7.3,No,No Trend
3.43,-21.60708333,118.90175000,MAINLINE,148.419,SF Accel West,,g,0.04,3,10.2,3.9,No,No Trend
3.431,-21.60752778,118.90161111,MAINLINE,148.469,SF Accel West,,g,0.88,3,15.1,10.6,No,No Trend
3.432,-21.60752778,118.90161111,MAINLINE,148.469,SF Accel East,,g,0.84,3,15.2,10.8,No,No Trend
3.433,-21.62313889,118.89983333,MAINLINE,150.219,SF Accel West,,g,0.76,3,14.4,9.2,No,No Trend
3.434,-21.62313889,118.89983333,MAINLINE,150.219,SF Accel East,,g,0.68,3,12.6,9.8,No,No Trend
3.435,-21.62358333,118.89988889,MAINLINE,150.269,SF Accel West,,g,0.08,3,13.4,5.2,No,No Trend
3.436,-21.64069444,118.90025000,MAINLINE,152.169,SF Accel West,,g,0.2,3,11.1,7.1,No,No Trend
3.437,-21.64563889,118.89972222,MAINLINE,152.719,SF Accel West,Span,g,0.08,3,10.6,3.3,No,No Trend
3.438,-21.64563889,118.89972222,MAINLINE,152.719,SF Accel East,Span,g,0.24,3,10.9,3.8,No,No Trend
3.439,-21.64608333,118.89966667,MAINLINE,152.769,SF Accel West,,g,0.4,3,14.3,7.9,No,No Trend
3.44,-21.64608333,118.89966667,MAINLINE,152.769,SF Accel East,,g,0.44,3,12.8,7.9,No,No Trend
3.441,-21.64652778,118.89963889,MAINLINE,152.819,SF Accel West,,g,0.16,3,10.4,6.8,No,No Trend
3.442,-21.64652778,118.89963889,MAINLINE,152.819,SF Accel East,,g,0.2,3,12.1,6.9,No,No Trend
3.443,-21.64833333,118.89944444,MAINLINE,153.019,SF Accel West,"IRJ, POS",g,0.24,3,11.1,6.4,No,No Trend
3.444,-21.64833333,118.89944444,MAINLINE,153.019,SF Accel East,"IRJ, POS",g,0.16,3,12.8,6.3,No,No Trend
3.445,-21.64877778,118.89938889,MAINLINE,153.069,SF Accel West,"IRJ, POS",g,0.76,3,12.6,8.6,No,No Trend
3.446,-21.64877778,118.89938889,MAINLINE,153.069,SF Accel East,"IRJ, POS",g,0.72,3,14.8,8.4,No,No Trend
3.447,-21.65008333,118.89930556,MAINLINE,153.214,SF Accel West,,g,0.11,3,10,5.3,No,No Trend
3.448,-21.65011111,118.89925000,MAINLINE,153.219,SF Accel West,,g,0.6,3,13.5,7.8,No,No Trend
3.449,-21.65011111,118.89925000,MAINLINE,153.219,SF Accel East,,g,0.68,3,14.7,8.2,No,No Trend
3.45,-21.65102778,118.89916667,MAINLINE,153.319,SF Accel West,,g,0.16,3,11.2,6.7,No,No Trend
3.451,-21.65102778,118.89916667,MAINLINE,153.319,SF Accel East,,g,0.12,3,10.6,7,No,No Trend
3.452,-21.65191667,118.89905556,MAINLINE,153.419,SF Accel West,,g,0.16,3,12.5,7.7,No,No Trend
3.453,-21.65191667,118.89905556,MAINLINE,153.419,SF Accel East,,g,0.6,3,13,8.3,No,No Trend
3.454,-21.66080556,118.89744444,MAINLINE,154.419,SF Accel West,,g,0.8,3,15.3,10,No,No Trend
3.455,-21.66080556,118.89744444,MAINLINE,154.419,SF Accel East,,g,0.68,3,13.3,9.9,No,No Trend
3.456,-21.67791667,118.88877778,MAINLINE,156.519,SF Accel West,IRJ,g,0.2,3,16.2,4.7,No,No Trend
3.457,-21.67791667,118.88877778,MAINLINE,156.519,SF Accel East,IRJ,g,0.4,3,17.6,5.3,No,No Trend
3.458,-21.67833333,118.88855556,MAINLINE,156.569,SF Accel West,POS,g,0.84,3,21.3,11.5,No,No Trend
3.459,-21.67833333,118.88855556,MAINLINE,156.569,SF Accel East,POS,g,0.92,3,20.7,11.6,No,No Trend
3.46,-21.67913889,118.88811111,MAINLINE,156.669,SF Accel West,"IRJ, POS",g,0.8,3,22.6,11.1,No,No Trend
3.461,-21.67913889,118.88811111,MAINLINE,156.669,SF Accel East,"IRJ, POS",g,0.84,3,20.8,11.3,No,No Trend
3.462,-21.67952778,118.88788889,MAINLINE,156.719,SF Accel West,POS,g,0.2,3,22.5,6.9,No,No Trend
3.463,-21.67952778,118.88788889,MAINLINE,156.719,SF Accel East,POS,g,0.12,3,11.4,6.3,No,No Trend
3.464,-21.68636111,118.88413889,MAINLINE,157.569,Suspension Travel,,mm,0.04,3,4.1,1.6,No,No Trend
3.465,-21.73733333,118.87586111,MAINLINE,163.469,SF Accel West,,g,0.8,3,19.1,10.7,No,No Trend
3.466,-21.73733333,118.87586111,MAINLINE,163.469,SF Accel East,,g,0.56,3,23.7,8.7,No,No Trend
3.467,-21.73775000,118.87605556,MAINLINE,163.519,SF Accel West,,g,0.52,3,15.2,8.2,No,No Trend
3.468,-21.73775000,118.87605556,MAINLINE,163.519,SF Accel East,,g,0.52,3,23.2,9.6,No,No Trend
3.469,-21.73977778,118.87713889,MAINLINE,163.769,SF Accel West,POS,g,0.28,3,13.5,5.4,No,No Trend
3.47,-21.74016667,118.87736111,MAINLINE,163.819,SF Accel West,"POS, IRJ",g,0.64,3,12.6,8.7,No,No Trend
3.471,-21.74016667,118.87736111,MAINLINE,163.819,SF Accel East,"POS, IRJ",g,0.6,3,15.9,8.4,No,No Trend
3.472,-21.74058333,118.87758333,MAINLINE,163.869,SF Accel West,"POS, IRJ",g,0.04,3,10.3,5.4,No,No Trend
3.473,-21.74058333,118.87758333,MAINLINE,163.869,SF Accel East,"POS, IRJ",g,0.16,3,14.7,5.6,No,No Trend
3.474,-21.74252778,118.87872222,MAINLINE,164.117,SF Accel West,IRJ,g,0.08,3,11.8,8.5,No,No Trend
3.475,-21.74252778,118.87872222,MAINLINE,164.117,SF Accel East,IRJ,g,0.46,3,12.3,9.6,No,No Trend
3.476,-21.74258333,118.87866667,MAINLINE,164.119,SF Accel West,"Crossing, IRJ",g,0.08,3,10.3,7.2,No,No Trend
3.477,-21.74258333,118.87866667,MAINLINE,164.119,SF Accel East,"Crossing, IRJ",g,0.04,3,10.2,7.2,No,No Trend
3.478,-21.74300000,118.87888889,MAINLINE,164.169,SF Accel West,Crossing,g,0.04,3,10.1,5.5,No,No Trend
3.479,-21.74338889,118.87908333,MAINLINE,164.219,SF Accel West,Crossing,g,0.36,3,14.2,7.1,No,No Trend
3.48,-21.74338889,118.87908333,MAINLINE,164.219,SF Accel East,Crossing,g,0.16,3,11.2,6.5,No,No Trend
3.481,-21.74375000,118.87938889,MAINLINE,164.267,SF Accel West,"POS, Crossing, IRJ",g,0.23,3,12.2,5.7,No,No Trend
3.482,-21.74375000,118.87938889,MAINLINE,164.267,SF Accel East,"POS, Crossing, IRJ",g,0.08,3,21.7,5.4,No,No Trend
3.483,-21.74380556,118.87930556,MAINLINE,164.269,SF Accel West,Crossing,g,0.8,3,23.9,12.3,No,No Trend
3.484,-21.74380556,118.87930556,MAINLINE,164.269,SF Accel East,Crossing,g,0.84,3,22.1,11.8,No,No Trend
3.485,-21.74413889,118.87961111,MAINLINE,164.317,SF Accel West,"IRJ, POS, Crossing",g,0.54,3,16.6,10.1,No,No Trend
3.486,-21.74413889,118.87961111,MAINLINE,164.317,SF Accel East,"IRJ, POS, Crossing",g,0.85,3,19.2,13.3,No,No Trend
3.487,-21.74419444,118.87952778,MAINLINE,164.319,SF Accel West,Crossing,g,0.92,3,20.5,14.9,No,No Trend
3.488,-21.74419444,118.87952778,MAINLINE,164.319,SF Accel East,Crossing,g,0.84,3,23.6,14.7,No,No Trend
3.489,-21.74494444,118.88002778,MAINLINE,164.417,SF Accel West,IRJ,g,0.85,3,13.9,11.5,No,No Trend
3.49,-21.74494444,118.88002778,MAINLINE,164.417,SF Accel East,IRJ,g,0.46,3,13.7,10.3,No,No Trend
3.491,-21.74500000,118.87997222,MAINLINE,164.419,SF Accel West,,g,0.56,3,16.8,9.6,No,No Trend
3.492,-21.74500000,118.87997222,MAINLINE,164.419,SF Accel East,,g,0.84,3,15.7,11.4,No,No Trend
3.493,-21.74541667,118.88019444,MAINLINE,164.469,SF Accel West,,g,0.48,3,24.2,9.4,No,No Trend
3.494,-21.74541667,118.88019444,MAINLINE,164.469,SF Accel East,,g,0.08,3,13.3,6,No,No Trend
3.495,-21.74580556,118.88038889,MAINLINE,164.519,SF Accel East,,g,0.44,3,24.8,10,No,No Trend
3.496,-21.74622222,118.88061111,MAINLINE,164.569,SF Accel West,,g,0.92,3,17.8,13.7,No,No Trend
3.497,-21.74622222,118.88061111,MAINLINE,164.569,SF Accel East,,g,0.92,3,21.2,14.1,No,No Trend
3.498,-21.74661111,118.88083333,MAINLINE,164.619,SF Accel West,,g,0.44,3,11.7,5.9,No,No Trend
3.499,-21.74661111,118.88083333,MAINLINE,164.619,SF Accel East,,g,0.16,3,16.1,5.7,No,No Trend
3.5,-21.78747222,118.90461111,MAINLINE,169.769,SF Accel West,,g,0.32,3,15,8,No,No Trend
3.501,-21.78747222,118.90461111,MAINLINE,169.769,SF Accel East,,g,0.44,3,13.5,8.2,No,No Trend
3.502,-21.78786111,118.90486111,MAINLINE,169.819,SF Accel West,,g,0.16,3,11.6,6.1,No,No Trend
3.503,-21.79208333,118.90761111,MAINLINE,170.367,SF Accel West,IRJ,g,0.92,3,15.2,12.3,No,No Trend
3.504,-21.79208333,118.90761111,MAINLINE,170.367,SF Accel East,IRJ,g,0.77,3,13,10.5,No,No Trend
3.505,-21.79213889,118.90755556,MAINLINE,170.369,SF Accel West,IRJ,g,0.76,3,20.7,11.9,No,No Trend
3.506,-21.79213889,118.90755556,MAINLINE,170.369,SF Accel East,IRJ,g,0.92,3,19.1,13.2,No,No Trend
3.507,-21.79252778,118.90780556,MAINLINE,170.419,SF Accel West,,g,0.08,3,14.6,3.8,No,No Trend
3.508,-21.79327778,118.90830556,MAINLINE,170.519,SF Accel West,,g,0.04,3,10.2,6.3,No,No Trend
3.509,-21.79366667,118.90855556,MAINLINE,170.569,SF Accel West,,g,0.04,3,11.2,4.9,No,No Trend
3.51,-21.81675000,118.92636111,MAINLINE,173.719,SF Accel West,,g,0.56,3,13.9,9.6,No,No Trend
3.511,-21.81675000,118.92636111,MAINLINE,173.719,SF Accel East,,g,0.72,3,19.5,11,No,No Trend
3.512,-21.81711111,118.92663889,MAINLINE,173.769,SF Accel West,,g,0.68,3,17.1,9.7,No,No Trend
3.513,-21.81711111,118.92663889,MAINLINE,173.769,SF Accel East,,g,0.72,3,19.7,10.6,No,No Trend
3.514,-21.81747222,118.92694444,MAINLINE,173.819,SF Accel West,,g,0.56,3,20.3,10.7,No,No Trend
3.515,-21.81747222,118.92694444,MAINLINE,173.819,SF Accel East,,g,0.28,3,16.6,7.8,No,No Trend
3.516,-21.81783333,118.92725000,MAINLINE,173.869,SF Accel West,,g,0.76,3,23.1,12,No,No Trend
3.517,-21.81888889,118.92813889,MAINLINE,174.019,SF Accel West,,g,0.52,3,15.7,9.4,No,No Trend
3.518,-21.81888889,118.92813889,MAINLINE,174.019,SF Accel East,,g,0.4,3,21.8,10.7,No,No Trend
3.519,-21.81925000,118.92841667,MAINLINE,174.069,SF Accel West,,g,0.16,3,16.8,4.1,No,No Trend
3.52,-21.81961111,118.92872222,MAINLINE,174.119,SF Accel West,,g,0.24,3,14.9,5.3,No,No Trend
3.521,-21.81961111,118.92872222,MAINLINE,174.119,SF Accel East,,g,0.24,3,11.4,4.1,No,No Trend
3.522,-21.81994444,118.92902778,MAINLINE,174.169,SF Accel West,,g,0.64,3,15.2,8.5,No,No Trend
3.523,-21.81994444,118.92902778,MAINLINE,174.169,SF Accel East,,g,0.6,3,17.9,9.4,No,No Trend
3.524,-21.82066667,118.92961111,MAINLINE,174.269,SF Accel East,"POS, IRJ",g,0.12,3,10.8,7.4,No,No Trend
3.525,-21.82102778,118.92991667,MAINLINE,174.319,SF Accel West,POS,g,0.28,3,13.9,7.8,No,No Trend
3.526,-21.82127778,118.93011111,SOLOMON,174.353,SF Accel West,IRJ,g,0.5,3,14.6,8.4,No,No Trend
3.527,-21.82127778,118.93011111,SOLOMON,174.353,SF Accel East,IRJ,g,0.75,3,16.5,8.9,No,No Trend
3.528,-21.82163889,118.93038889,SOLOMON,174.403,SF Accel West,IRJ,g,0.64,3,15.3,10.8,No,No Trend
3.529,-21.82163889,118.93038889,SOLOMON,174.403,SF Accel East,IRJ,g,0.36,3,15.4,7,No,No Trend
3.53,-21.82169444,118.93055556,MAINLINE,174.417,SF Accel West,IRJ,g,0.07,3,11.3,7.5,No,No Trend
3.531,-21.82169444,118.93055556,MAINLINE,174.417,SF Accel East,IRJ,g,0.33,3,11.2,8.5,No,No Trend
3.532,-21.82200000,118.93066667,SOLOMON,174.453,SF Accel West,IRJ,g,0.27,3,15.4,6.7,No,No Trend
3.533,-21.82200000,118.93066667,SOLOMON,174.453,SF Accel East,IRJ,g,0.55,3,18.1,8.5,No,No Trend
3.534,-21.82241667,118.93111111,MAINLINE,174.517,Suspension Travel,"IRJ, POS",mm,0.07,3,5.2,2,No,No Trend
3.535,-21.82244444,118.93108333,SOLOMON,174.519,SF Accel West,POS,g,0.27,3,13.9,8.4,No,No Trend
3.536,-21.82244444,118.93108333,SOLOMON,174.519,SF Accel East,POS,g,0.33,3,11.1,8.4,No,No Trend
3.537,-21.82244444,118.93108333,SOLOMON,174.519,Suspension Travel,POS,mm,0.27,3,5.9,2.7,No,No Trend
3.538,-21.82244444,118.93108333,SOLOMON,174.519,Rock,POS,mm,0.27,3,10.6,4.7,No,No Trend
3.539,-21.82308333,118.93152778,SOLOMON,174.603,SF Accel West,IRJ,g,0.55,3,13.1,9.9,No,No Trend
3.54,-21.82308333,118.93152778,SOLOMON,174.603,SF Accel East,IRJ,g,0.73,3,12.7,10.2,No,No Trend
3.541,-21.82352778,118.93200000,MAINLINE,174.669,SF Accel West,"IRJ, POS",g,0.29,3,15.9,8.2,No,No Trend
3.542,-21.82352778,118.93200000,MAINLINE,174.669,SF Accel East,"IRJ, POS",g,0.48,3,20.1,9.3,No,No Trend
3.543,-21.82388889,118.93227778,MAINLINE,174.719,SF Accel West,"IRJ, POS",g,0.39,3,14.6,5.2,No,No Trend
3.544,-21.82388889,118.93227778,MAINLINE,174.719,SF Accel East,"IRJ, POS",g,0.11,3,13.6,3,No,No Trend
3.545,-21.82416667,118.93244444,SOLOMON,174.753,SF Accel West,"Crossing, POS",g,0.36,3,16,8.1,No,No Trend
3.546,-21.82422222,118.93258333,MAINLINE,174.769,SF Accel West,,g,0.29,3,14.8,5.5,No,No Trend
