Name,Latitude (Decimal degree),Longitude (Decimal degree),Track,Approx Track location    (km +50m),IRV Channel which measured location,Track Features,Units of data,Recent Hit Rate %,Severity,Recent Max,Recent Average,Getting Worse?,Days S1
3.547,-21.82422222,118.93258333,MAINLINE,174.769,SF Accel East,,g,0.36,3,12.1,5,No,No Trend
3.548,-21.82452778,118.93272222,SOLOMON,174.803,SF Accel West,"POS, IRJ",g,0.55,3,16.3,9.6,No,No Trend
3.549,-21.82452778,118.93272222,SOLOMON,174.803,SF Accel East,"POS, IRJ",g,0.27,3,15.7,8.5,No,No Trend
3.55,-21.82458333,118.93288889,MAINLINE,174.819,SF Accel West,IRJ,g,1,3,23.3,13.9,No,No Trend
3.551,-21.82458333,118.93288889,MAINLINE,174.819,SF Accel East,IRJ,g,1,3,21.4,14.2,No,No Trend
3.552,-21.82486111,118.93302778,SOLOMON,174.853,SF Accel West,"POS, IRJ",g,1,3,19.8,16.9,No,No Trend
3.553,-21.82486111,118.93302778,SOLOMON,174.853,SF Accel East,"POS, IRJ",g,1,3,24.7,19.3,No,No Trend
3.554,-21.82491667,118.93305556,MAINLINE,174.858,SF Accel West,IRJ,g,0.83,3,19.9,14.2,No,No Trend
3.555,-21.82491667,118.93305556,MAINLINE,174.858,SF Accel East,IRJ,g,0.83,3,18.6,14.6,No,No Trend
3.556,-21.82494444,118.93319444,SOLOMON,174.869,SF Accel West,,g,1,3,23.6,13.6,No,No Trend
3.557,-21.82494444,118.93319444,SOLOMON,174.869,SF Accel East,,g,1,3,23.3,13.9,No,No Trend
3.558,-21.82566667,118.93377778,SOLOMON,174.969,SF Accel West,,g,0.5,3,11,9.2,No,No Trend
3.559,-21.82886111,118.93644444,MAINLINE,175.419,SF Accel West,,g,0.07,3,12.4,6.7,No,No Trend
3.56,-21.82922222,118.93675000,MAINLINE,175.469,SF Accel West,,g,0.14,3,10.8,7.9,No,No Trend
3.561,-21.82922222,118.93675000,MAINLINE,175.469,SF Accel East,,g,0.29,3,12.7,7.2,No,No Trend
3.562,-21.82958333,118.93702778,MAINLINE,175.519,SF Accel West,,g,0.29,3,10.7,7.7,No,No Trend
3.563,-21.82958333,118.93702778,MAINLINE,175.519,SF Accel East,,g,0.43,3,13.2,7.1,No,No Trend
3.564,-21.82994444,118.93733333,MAINLINE,175.569,SF Accel West,,g,1,3,18.2,11.4,No,No Trend
3.565,-21.82994444,118.93733333,MAINLINE,175.569,SF Accel East,,g,0.86,3,17,11.3,No,No Trend
3.566,-21.83180556,118.93872222,MAINLINE,175.819,SF Accel West,,g,0.29,3,13.8,6.6,No,No Trend
3.567,-21.83180556,118.93872222,MAINLINE,175.819,SF Accel East,,g,0.29,3,14.4,6.4,No,No Trend
3.568,-21.83216667,118.93897222,MAINLINE,175.869,SF Accel West,,g,0.64,3,16.4,7,No,No Trend
3.569,-21.83216667,118.93897222,MAINLINE,175.869,SF Accel East,,g,0.64,3,15,6.4,No,No Trend
3.57,-21.83330556,118.93975000,MAINLINE,176.019,SF Accel West,,g,0.14,3,10.2,5.3,No,No Trend
3.571,-21.83330556,118.93975000,MAINLINE,176.019,SF Accel East,,g,0.07,3,10,5.9,No,No Trend
3.572,-21.83369444,118.94000000,MAINLINE,176.069,SF Accel West,,g,0.64,3,13.7,9.2,No,No Trend
3.573,-21.83369444,118.94000000,MAINLINE,176.069,SF Accel East,,g,0.86,3,12.9,9.1,No,No Trend
3.574,-21.83408333,118.94025000,MAINLINE,176.119,SF Accel West,,g,0.36,3,14,5.4,No,No Trend
3.575,-21.83408333,118.94025000,MAINLINE,176.119,SF Accel East,,g,0.07,3,12.9,3.1,No,No Trend
3.576,-21.83566667,118.94116667,MAINLINE,176.319,SF Accel West,,g,0.29,3,11.6,6.9,No,No Trend
3.577,-21.83566667,118.94116667,MAINLINE,176.319,SF Accel East,,g,0.07,3,11.1,6.1,No,No Trend
3.578,-21.83608333,118.94138889,MAINLINE,176.369,SF Accel West,,g,0.43,3,14.5,9,No,No Trend
3.579,-21.83608333,118.94138889,MAINLINE,176.369,SF Accel East,,g,0.36,3,13.7,8,No,No Trend
3.58,-21.83647222,118.94161111,MAINLINE,176.419,SF Accel West,,g,0.57,3,16.5,8.9,No,No Trend
3.581,-21.83647222,118.94161111,MAINLINE,176.419,SF Accel East,,g,0.71,3,15.3,9.5,No,No Trend
3.582,-21.83688889,118.94183333,MAINLINE,176.469,SF Accel West,,g,0.07,3,12.8,3.9,No,No Trend
3.583,-21.83852778,118.94263889,MAINLINE,176.669,SF Accel West,,g,0.36,3,14.6,7.7,No,No Trend
3.584,-21.83852778,118.94263889,MAINLINE,176.669,SF Accel East,,g,0.43,3,15.3,8,No,No Trend
3.585,-21.83894444,118.94283333,MAINLINE,176.719,SF Accel West,,g,0.5,3,17.8,7,No,No Trend
3.586,-21.83894444,118.94283333,MAINLINE,176.719,SF Accel East,,g,0.43,3,18.1,5.7,No,No Trend
3.587,-21.83936111,118.94300000,MAINLINE,176.769,SF Accel East,,g,0.21,3,12.2,6.7,No,No Trend
3.588,-21.83977778,118.94319444,MAINLINE,176.819,SF Accel West,,g,0.07,3,10.2,6.5,No,No Trend
3.589,-21.83977778,118.94319444,MAINLINE,176.819,SF Accel East,,g,0.21,3,10.9,5.1,No,No Trend
3.59,-21.84019444,118.94336111,MAINLINE,176.869,SF Accel West,,g,0.43,3,12.7,7.2,No,No Trend
3.591,-21.84019444,118.94336111,MAINLINE,176.869,SF Accel East,,g,0.5,3,12,6.9,No,No Trend
3.592,-21.84061111,118.94352778,MAINLINE,176.919,SF Accel West,,g,0.64,3,15.2,8.8,No,No Trend
3.593,-21.84061111,118.94352778,MAINLINE,176.919,SF Accel East,,g,0.5,3,14.2,8.3,No,No Trend
3.594,-21.84105556,118.94369444,MAINLINE,176.969,SF Accel West,,g,0.07,3,12.1,5.6,No,No Trend
3.595,-21.84447222,118.94488889,MAINLINE,177.369,SF Accel West,,g,0.21,3,15.2,5.5,No,No Trend
3.596,-21.84447222,118.94488889,MAINLINE,177.369,SF Accel East,,g,0.21,3,14.1,6.4,No,No Trend
3.597,-21.84491667,118.94500000,MAINLINE,177.419,SF Accel West,,g,0.43,3,16.4,5.8,No,No Trend
3.598,-21.84491667,118.94500000,MAINLINE,177.419,SF Accel East,,g,0.29,3,15.5,4.5,No,No Trend
3.599,-21.85158333,118.94630556,MAINLINE,178.169,SF Accel West,IRJ,g,0.86,3,24.4,10.4,No,No Trend
3.6,-21.85158333,118.94630556,MAINLINE,178.169,SF Accel East,IRJ,g,0.93,3,22,11,No,No Trend
3.601,-21.85427778,118.94652778,MAINLINE,178.469,SF Accel West,,g,0.14,3,11.7,5.1,No,No Trend
3.602,-21.85427778,118.94652778,MAINLINE,178.469,SF Accel East,,g,0.07,3,11.3,5,No,No Trend
3.603,-21.85472222,118.94655556,MAINLINE,178.519,SF Accel West,,g,0.29,3,14.7,6.2,No,No Trend
3.604,-21.85472222,118.94655556,MAINLINE,178.519,SF Accel East,,g,0.21,3,12.2,5,No,No Trend
3.605,-21.85516667,118.94658333,MAINLINE,178.569,SF Accel West,,g,0.21,3,16.7,6.3,No,No Trend
3.606,-21.85516667,118.94658333,MAINLINE,178.569,SF Accel East,,g,0.21,3,14.1,5.9,No,No Trend
3.607,-21.85563889,118.94658333,MAINLINE,178.619,SF Accel West,,g,0.79,3,14,8.8,No,No Trend
3.608,-21.85563889,118.94658333,MAINLINE,178.619,SF Accel East,,g,0.64,3,13.3,8.1,No,No Trend
3.609,-21.85652778,118.94663889,MAINLINE,178.719,SF Accel West,,g,0.14,3,17.9,6.1,No,No Trend
3.61,-21.85697222,118.94666667,MAINLINE,178.769,SF Accel West,,g,0.93,3,17.5,9,No,No Trend
3.611,-21.85697222,118.94666667,MAINLINE,178.769,SF Accel East,,g,0.93,3,17.9,9.3,No,No Trend
3.612,-21.86025000,118.92241667,SOLOMON,180.053,SF Accel West,IRJ,g,1,3,18.6,13.2,No,No Trend
3.613,-21.86025000,118.92241667,SOLOMON,180.053,SF Accel East,IRJ,g,0.91,3,17.6,12.2,No,No Trend
3.614,-21.86055556,118.92205556,SOLOMON,180.103,SF Accel West,IRJ,g,0.09,3,16.1,4,No,No Trend
3.615,-21.86055556,118.92205556,SOLOMON,180.103,SF Accel East,IRJ,g,0.36,3,14.6,5.4,No,No Trend
3.616,-21.86241667,118.91997222,SOLOMON,180.403,SF Accel West,,g,0.55,3,12.3,8,No,No Trend
3.617,-21.86241667,118.91997222,SOLOMON,180.403,SF Accel East,,g,0.45,3,11.8,7.9,No,No Trend
3.618,-21.87136111,118.95041667,MAINLINE,180.419,SF Accel West,,g,0.64,3,15.3,7.6,No,No Trend
3.619,-21.87136111,118.95041667,MAINLINE,180.419,SF Accel East,,g,0.43,3,18.2,7,No,No Trend
3.62,-21.86275000,118.91963889,SOLOMON,180.453,SF Accel West,,g,0.09,3,10.2,4.2,No,No Trend
3.621,-21.86275000,118.91963889,SOLOMON,180.453,SF Accel East,,g,0.09,3,10.9,6,No,No Trend
3.622,-21.87177778,118.95061111,MAINLINE,180.469,SF Accel West,,g,0.79,3,16.1,8.4,No,No Trend
3.623,-21.87177778,118.95061111,MAINLINE,180.469,SF Accel East,,g,0.64,3,18,7,No,No Trend
3.624,-21.87261111,118.95097222,MAINLINE,180.569,SF Accel West,,g,0.14,3,10.9,4.3,No,No Trend
3.625,-21.87302778,118.95113889,MAINLINE,180.619,SF Accel West,,g,0.79,3,13.3,8.5,No,No Trend
3.626,-21.87302778,118.95113889,MAINLINE,180.619,SF Accel East,,g,0.57,3,12.1,8.1,No,No Trend
3.627,-21.87344444,118.95130556,MAINLINE,180.669,SF Accel West,,g,0.14,3,14.1,6.1,No,No Trend
3.628,-21.87388889,118.95150000,MAINLINE,180.719,SF Accel West,,g,1,3,18.8,12.2,No,No Trend
3.629,-21.87388889,118.95150000,MAINLINE,180.719,SF Accel East,,g,1,3,20.3,12.5,No,No Trend
3.63,-21.87430556,118.95166667,MAINLINE,180.769,SF Accel West,,g,0.5,3,15.8,9.6,No,No Trend
3.631,-21.87430556,118.95166667,MAINLINE,180.769,SF Accel East,,g,0.93,3,13.4,10,No,No Trend
3.632,-21.87472222,118.95186111,MAINLINE,180.819,SF Accel West,,g,0.57,3,15.4,7.5,No,No Trend
3.633,-21.87513889,118.95205556,MAINLINE,180.869,SF Accel West,,g,0.71,3,11.5,7.7,No,No Trend
3.634,-21.87513889,118.95205556,MAINLINE,180.869,SF Accel East,,g,0.86,3,12.9,8.9,No,No Trend
3.635,-21.87594444,118.95244444,MAINLINE,180.969,SF Accel West,,g,0.5,3,17.9,7.2,No,No Trend
3.636,-21.87594444,118.95244444,MAINLINE,180.969,SF Accel East,,g,0.21,3,16.1,6.2,No,No Trend
3.637,-21.87719444,118.95302778,MAINLINE,181.119,SF Accel West,,g,0.57,3,22,6.7,No,No Trend
3.638,-21.87719444,118.95302778,MAINLINE,181.119,SF Accel East,,g,0.07,3,11.1,4.1,No,No Trend
3.639,-21.87761111,118.95322222,MAINLINE,181.169,SF Accel West,,g,1,3,22.7,13.5,No,No Trend
3.64,-21.87966667,118.95419444,MAINLINE,181.419,SF Accel West,,g,0.43,3,11.3,5.8,No,No Trend
3.641,-21.87102778,118.91141667,SOLOMON,181.703,SF Accel West,,g,0.82,3,24.5,12.7,No,No Trend
3.642,-21.87102778,118.91141667,SOLOMON,181.703,SF Accel East,,g,0.73,3,22.1,11,No,No Trend
3.643,-21.87136111,118.91108333,SOLOMON,181.753,SF Accel West,,g,0.09,3,21.4,4.7,No,No Trend
3.644,-21.87136111,118.91108333,SOLOMON,181.753,SF Accel East,,g,0.45,3,21.2,6.2,No,No Trend
3.645,-21.89130556,118.96138889,MAINLINE,182.919,SF Accel West,,g,0.14,3,12.1,5.7,No,No Trend
3.646,-21.89130556,118.96138889,MAINLINE,182.919,SF Accel East,,g,0.14,3,11.7,5.6,No,No Trend
3.647,-21.89191667,118.96211111,MAINLINE,183.019,SF Accel West,,g,0.29,3,11.8,6.7,No,No Trend
3.648,-21.89191667,118.96211111,MAINLINE,183.019,SF Accel East,,g,0.43,3,12.4,7.2,No,No Trend
3.649,-21.89302778,118.96361111,MAINLINE,183.219,SF Accel West,"POS, IRJ",g,0.36,3,11.7,7.6,No,No Trend
3.65,-21.89302778,118.96361111,MAINLINE,183.219,SF Accel East,"POS, IRJ",g,0.07,3,10,7.1,No,No Trend
3.651,-21.89319444,118.96383333,MAINLINE,183.247,SF Accel West,IRJ,g,1,3,10.8,10.8,No,No Trend
3.652,-21.89319444,118.96383333,MAINLINE,183.247,SF Accel East,IRJ,g,1,3,14.6,14.6,No,No Trend
3.653,-21.89333333,118.96400000,MAINLINE,183.269,SF Accel West,POS,g,0.36,3,15.4,7.4,No,No Trend
3.654,-21.89333333,118.96400000,MAINLINE,183.269,SF Accel East,POS,g,0.5,3,18.5,8.4,No,No Trend
3.655,-21.89388889,118.96475000,MAINLINE,183.369,SF Accel East,IRJ,g,0.29,3,10.9,7.8,No,No Trend
3.656,-21.89975000,118.97208333,MAINLINE,184.369,SF Accel West,,g,0.14,3,10.3,6.3,No,No Trend
3.657,-21.89975000,118.97208333,MAINLINE,184.369,SF Accel East,,g,0.21,3,10.3,6.2,No,No Trend
3.658,-21.90008333,118.97241667,MAINLINE,184.419,SF Accel West,,g,0.14,3,10.8,7,No,No Trend
3.659,-21.90008333,118.97241667,MAINLINE,184.419,SF Accel East,,g,0.21,3,13.8,6.5,No,No Trend
3.66,-21.89122222,118.89133333,SOLOMON,184.753,SF Accel West,,g,0.73,3,12.9,8.5,No,No Trend
3.661,-21.89155556,118.89100000,SOLOMON,184.803,SF Accel West,,g,0.09,3,13,3.8,No,No Trend
3.662,-21.89155556,118.89100000,SOLOMON,184.803,SF Accel East,,g,0.09,3,10,4.9,No,No Trend
3.663,-21.89258333,118.89005556,SOLOMON,184.953,SF Accel East,,g,0.18,3,11.3,5.7,No,No Trend
3.664,-21.90675000,118.97894444,MAINLINE,185.419,SF Accel West,,g,0.57,3,13.5,7.9,No,No Trend
3.665,-21.90675000,118.97894444,MAINLINE,185.419,SF Accel East,,g,0.5,3,13.9,8.1,No,No Trend
3.666,-21.90708333,118.97927778,MAINLINE,185.469,SF Accel West,,g,0.64,3,13,6.7,No,No Trend
3.667,-21.90708333,118.97927778,MAINLINE,185.469,SF Accel East,,g,0.21,3,14.3,4.7,No,No Trend
3.668,-21.91008333,118.98219444,MAINLINE,185.919,SF Accel West,,g,0.43,3,14.1,7.4,No,No Trend
3.669,-21.91008333,118.98219444,MAINLINE,185.919,SF Accel East,,g,0.79,3,12.8,8.2,No,No Trend
3.67,-21.91025000,118.98244444,MAINLINE,185.947,SF Accel West,,g,1,3,12.7,12.7,No,No Trend
3.671,-21.91025000,118.98244444,MAINLINE,185.947,SF Accel East,,g,1,3,11.6,11.6,No,No Trend
3.672,-21.91041667,118.98252778,MAINLINE,185.969,SF Accel West,,g,0.29,3,14.2,6.2,No,No Trend
3.673,-21.91108333,118.98319444,MAINLINE,186.069,SF Accel East,,g,0.43,3,11.7,7.4,No,No Trend
3.674,-21.91275000,118.98480556,MAINLINE,186.319,SF Accel East,"IRJ, POS",g,0.07,3,10.4,6.2,No,No Trend
3.675,-21.91308333,118.98513889,MAINLINE,186.369,SF Accel West,POS,g,0.07,3,10.8,6.4,No,No Trend
3.676,-21.91308333,118.98513889,MAINLINE,186.369,SF Accel East,POS,g,0.21,3,22.5,7,No,No Trend
3.677,-21.91308333,118.98513889,MAINLINE,186.369,Suspension Travel,POS,mm,0.07,3,4.6,1.6,No,No Trend
3.678,-21.91327778,118.98536111,MAINLINE,186.397,SF Accel West,,g,0.67,3,17,11.4,No,No Trend
3.679,-21.91327778,118.98536111,MAINLINE,186.397,SF Accel East,,g,0.67,3,12.3,10.5,No,No Trend
3.68,-21.91341667,118.98547222,MAINLINE,186.419,SF Accel West,"IRJ, POS",g,0.43,3,19.2,7.7,No,No Trend
3.681,-21.91341667,118.98547222,MAINLINE,186.419,SF Accel East,"IRJ, POS",g,0.21,3,19.9,7.3,No,No Trend
3.682,-21.91361111,118.98566667,MAINLINE,186.447,SF Accel West,IRJ,g,0.67,3,13.1,9.4,No,No Trend
3.683,-21.91375000,118.98580556,MAINLINE,186.469,SF Accel West,POS,g,0.36,3,13.9,6.9,No,No Trend
3.684,-21.91375000,118.98580556,MAINLINE,186.469,SF Accel East,POS,g,0.36,3,13.2,7.3,No,No Trend
3.685,-21.90422222,118.88088889,SOLOMON,186.553,SF Accel East,IRJ,g,0.36,3,12.7,8.6,No,No Trend
3.686,-21.90458333,118.88061111,SOLOMON,186.603,SF Accel West,,g,0.09,3,10.9,4.4,No,No Trend
3.687,-21.90533333,118.88005556,SOLOMON,186.703,SF Accel West,,g,0.55,3,14.2,9.4,No,No Trend
3.688,-21.90533333,118.88005556,SOLOMON,186.703,SF Accel East,,g,0.45,3,14.4,7.6,No,No Trend
3.689,-21.90569444,118.87980556,SOLOMON,186.753,SF Accel West,,g,0.18,3,14.3,4.1,No,No Trend
3.69,-21.90569444,118.87980556,SOLOMON,186.753,SF Accel East,,g,0.45,3,18.8,5.4,No,No Trend
3.691,-21.91713889,118.87202778,SOLOMON,188.253,SF Accel West,,g,0.55,3,17,10,No,No Trend
3.692,-21.91713889,118.87202778,SOLOMON,188.253,SF Accel East,,g,0.82,3,18.3,10.5,No,No Trend
3.693,-21.92663889,118.99794444,MAINLINE,188.369,SF Accel West,,g,0.43,3,12.5,7.8,No,No Trend
3.694,-21.92663889,118.99794444,MAINLINE,188.369,SF Accel East,,g,0.64,3,15.4,8.2,No,No Trend
3.695,-21.92697222,118.99825000,MAINLINE,188.419,SF Accel West,,g,0.64,3,19.3,8.9,No,No Trend
3.696,-21.92697222,118.99825000,MAINLINE,188.419,SF Accel East,,g,0.79,3,20,9.9,No,No Trend
3.697,-21.92697222,118.99825000,MAINLINE,188.419,Suspension Travel,,mm,0.07,3,4.4,1.5,No,No Trend
3.698,-21.93175000,119.00463889,MAINLINE,189.269,SF Accel West,,g,0.29,3,11.2,6.8,No,No Trend
3.699,-21.93175000,119.00463889,MAINLINE,189.269,SF Accel East,,g,0.07,3,10.3,6.6,No,No Trend
3.7,-21.92791667,118.86322222,SOLOMON,189.753,SF Accel East,,g,0.09,3,10.7,5.7,No,No Trend
3.701,-21.93497222,119.01047222,MAINLINE,189.969,SF Accel West,,g,0.64,3,16.3,8.7,No,No Trend
3.702,-21.93497222,119.01047222,MAINLINE,189.969,SF Accel East,,g,0.64,3,18.2,8.6,No,No Trend
3.703,-21.93519444,119.01088889,MAINLINE,190.019,SF Accel West,,g,0.64,3,21.3,7.9,No,No Trend
3.704,-21.93519444,119.01088889,MAINLINE,190.019,SF Accel East,,g,0.71,3,19.7,8,No,No Trend
3.705,-21.93611111,119.01255556,MAINLINE,190.219,SF Accel East,,g,0.43,3,11.8,7.6,No,No Trend
3.706,-21.93636111,119.01297222,MAINLINE,190.269,SF Accel West,,g,0.07,3,11.2,4.7,No,No Trend
3.707,-21.93263889,118.86041667,SOLOMON,190.353,SF Accel East,,g,0.09,3,10.7,5,No,No Trend
3.708,-21.93791667,119.01697222,MAINLINE,190.719,SF Accel West,,g,0.43,3,12.3,7.4,No,No Trend
3.709,-21.93791667,119.01697222,MAINLINE,190.719,SF Accel East,,g,0.57,3,17.6,7.7,No,No Trend
3.71,-21.93800000,119.01744444,MAINLINE,190.769,SF Accel East,,g,0.07,3,11.2,4.3,No,No Trend
3.711,-21.93661111,118.85952778,SOLOMON,190.803,SF Accel West,,g,0.18,3,13.7,3.9,No,No Trend
3.712,-21.93661111,118.85952778,SOLOMON,190.803,SF Accel East,,g,0.45,3,11.8,5.5,No,No Trend
3.713,-21.93838889,118.85947222,SOLOMON,191.003,SF Accel East,,g,0.09,3,10.7,5.3,No,No Trend
3.714,-21.93866667,119.02075000,MAINLINE,191.119,SF Accel West,,g,0.07,3,10.2,7.5,No,No Trend
3.715,-21.93866667,119.02075000,MAINLINE,191.119,SF Accel East,,g,0.29,3,13,7.2,No,No Trend
3.716,-21.93875000,119.02122222,MAINLINE,191.169,SF Accel West,,g,0.21,3,14,5.9,No,No Trend
3.717,-21.93875000,119.02122222,MAINLINE,191.169,SF Accel East,,g,0.07,3,12.8,5.3,No,No Trend
3.718,-21.93883333,119.02169444,MAINLINE,191.219,SF Accel West,,g,0.43,3,18.9,8.6,No,No Trend
3.719,-21.93883333,119.02169444,MAINLINE,191.219,SF Accel East,,g,0.71,3,18.2,10.1,No,No Trend
3.72,-21.93894444,119.02216667,MAINLINE,191.269,SF Accel West,,g,0.5,3,19.7,7.2,No,No Trend
3.721,-21.93894444,119.02216667,MAINLINE,191.269,SF Accel East,,g,0.21,3,19.8,5.3,No,No Trend
3.722,-21.94200000,118.85941667,SOLOMON,191.403,Suspension Travel,"IRJ, POS",mm,0.18,3,4.4,1.5,No,No Trend
3.723,-21.94247222,118.85941667,SOLOMON,191.453,SF Accel West,"POS, IRJ",g,0.09,3,10.2,6,No,No Trend
3.724,-21.94247222,118.85941667,SOLOMON,191.453,Suspension Travel,"POS, IRJ",mm,0.09,3,4.1,1.9,No,No Trend
3.725,-21.94466667,118.85933333,SOLOMON,191.699,SF Accel East,"IRJ, POS",g,0.2,3,10.9,8.4,No,No Trend
3.726,-21.94608333,118.85938889,SOLOMON,191.853,SF Accel West,,g,0.82,3,20.8,11.2,No,No Trend
3.727,-21.94608333,118.85938889,SOLOMON,191.853,SF Accel East,,g,0.64,3,17.4,11,No,No Trend
3.728,-21.94002778,119.02786111,MAINLINE,191.869,SF Accel West,,g,0.64,3,12.1,7.3,No,No Trend
3.729,-21.94002778,119.02786111,MAINLINE,191.869,SF Accel East,,g,0.86,3,12.8,8.4,No,No Trend
3.73,-21.94652778,118.85938889,SOLOMON,191.903,SF Accel West,,g,0.09,3,12.3,6.7,No,No Trend
3.731,-21.94652778,118.85938889,SOLOMON,191.903,SF Accel East,,g,0.09,3,11,7.3,No,No Trend
3.732,-21.94013889,119.02833333,MAINLINE,191.919,SF Accel West,,g,0.5,3,16.3,5.8,No,No Trend
3.733,-21.94013889,119.02833333,MAINLINE,191.919,SF Accel East,,g,0.29,3,12.1,4.4,No,No Trend
3.734,-21.94788889,118.85936111,SOLOMON,192.053,SF Accel East,,g,0.27,3,11.8,4.7,No,No Trend
3.735,-21.94833333,118.85936111,SOLOMON,192.103,SF Accel West,,g,0.27,3,20.9,8.8,No,No Trend
3.736,-21.94833333,118.85936111,SOLOMON,192.103,SF Accel East,,g,0.73,3,19.1,10.8,No,No Trend
3.737,-21.94833333,118.85936111,SOLOMON,192.103,Suspension Travel,,mm,0.18,3,4.7,2.7,No,No Trend
3.738,-21.94877778,118.85936111,SOLOMON,192.153,SF Accel East,,g,0.09,3,11.2,5.5,No,No Trend
3.739,-21.94072222,119.03458333,MAINLINE,192.569,SF Accel West,,g,0.79,3,17.3,10.8,No,No Trend
3.74,-21.94072222,119.03458333,MAINLINE,192.569,SF Accel East,,g,0.79,3,19.7,10.7,No,No Trend
3.741,-21.94072222,119.03505556,MAINLINE,192.619,SF Accel West,,g,0.86,3,16.3,11.2,No,No Trend
3.742,-21.94072222,119.03555556,MAINLINE,192.669,SF Accel West,,g,0.29,3,22,7,No,No Trend
3.743,-21.94072222,119.03602778,MAINLINE,192.719,SF Accel West,,g,0.64,3,12.8,8.3,No,No Trend
3.744,-21.94072222,119.03602778,MAINLINE,192.719,SF Accel East,,g,0.5,3,12.6,7.9,No,No Trend
3.745,-21.94075000,119.03747222,MAINLINE,192.869,SF Accel West,POS,g,0.14,3,11.3,5.9,No,No Trend
3.746,-21.95544444,118.85825000,SOLOMON,192.903,SF Accel West,,g,0.27,3,10.4,6,No,No Trend
3.747,-21.95544444,118.85825000,SOLOMON,192.903,SF Accel East,,g,0.09,3,10.2,6.1,No,No Trend
3.748,-21.94075000,119.03797222,MAINLINE,192.919,SF Accel West,"IRJ, POS",g,0.36,3,12.5,8,No,No Trend
3.749,-21.94075000,119.03797222,MAINLINE,192.919,SF Accel East,"IRJ, POS",g,0.43,3,13.8,8.8,No,No Trend
3.75,-21.94075000,119.03844444,MAINLINE,192.969,SF Accel West,"POS, IRJ",g,0.64,3,18,8.8,No,No Trend
3.751,-21.94075000,119.03844444,MAINLINE,192.969,SF Accel East,"POS, IRJ",g,0.86,3,22,8.7,No,No Trend
3.752,-21.94075000,119.03844444,MAINLINE,192.969,Suspension Travel,"POS, IRJ",mm,0.07,3,4.8,1.6,No,No Trend
3.753,-21.94075000,119.03894444,MAINLINE,193.019,SF Accel West,POS,g,0.21,3,13.6,7.1,No,No Trend
3.754,-21.94075000,119.03894444,MAINLINE,193.019,SF Accel East,POS,g,0.14,3,15,6.1,No,No Trend
3.755,-21.94077778,119.03941667,MAINLINE,193.069,SF Accel West,POS,g,0.64,3,17.8,10,No,No Trend
3.756,-21.94077778,119.03941667,MAINLINE,193.069,SF Accel East,POS,g,0.71,3,17.6,9.2,No,No Trend
3.757,-21.94077778,119.03988889,MAINLINE,193.119,SF Accel West,,g,0.36,3,11.4,8.4,No,No Trend
3.758,-21.94077778,119.03988889,MAINLINE,193.119,SF Accel East,,g,0.36,3,13.3,8,No,No Trend
3.759,-21.94077778,119.04038889,MAINLINE,193.169,SF Accel West,IRJ,g,0.86,3,18.4,11.8,No,No Trend
3.76,-21.94077778,119.04038889,MAINLINE,193.169,SF Accel East,IRJ,g,0.79,3,17.6,11.7,No,No Trend
3.761,-21.94077778,119.04086111,MAINLINE,193.219,SF Accel West,,g,0.86,3,24.2,13.2,No,No Trend
3.762,-21.94077778,119.04086111,MAINLINE,193.219,SF Accel East,,g,0.86,3,24.6,12.6,No,No Trend
3.763,-21.96194444,118.85625000,SOLOMON,193.653,SF Accel West,,g,0.36,3,19.3,7.8,No,No Trend
3.764,-21.96194444,118.85625000,SOLOMON,193.653,SF Accel East,,g,0.36,3,12.5,5.6,No,No Trend
3.765,-21.96238889,118.85611111,SOLOMON,193.703,SF Accel West,,g,0.55,3,22,9.6,No,No Trend
3.766,-21.94322222,119.05452778,MAINLINE,194.669,SF Accel West,,g,0.21,3,11.7,7.8,No,No Trend
3.767,-21.94322222,119.05452778,MAINLINE,194.669,SF Accel East,,g,0.29,3,11.8,8,No,No Trend
3.768,-21.94380556,119.05583333,MAINLINE,194.819,SF Accel East,,g,0.07,3,10.4,5.5,No,No Trend
3.769,-21.97208333,118.85019444,SOLOMON,194.953,SF Accel West,"POS, IRJ",g,0.82,3,20.1,13,No,No Trend
3.77,-21.97208333,118.85019444,SOLOMON,194.953,SF Accel East,"POS, IRJ",g,0.91,3,21.8,14.5,No,No Trend
3.771,-21.97241667,118.84986111,SOLOMON,195.003,SF Accel East,"IRJ, POS",g,0.45,3,12.4,6.4,No,No Trend
3.772,-21.97277778,118.84955556,SOLOMON,195.053,SF Accel West,"IRJ, POS",g,0.18,3,13.1,3.8,No,No Trend
3.773,-21.97277778,118.84955556,SOLOMON,195.053,SF Accel East,"IRJ, POS",g,0.18,3,12.5,4.7,No,No Trend
3.774,-21.94516667,119.05833333,MAINLINE,195.119,SF Accel West,,g,0.07,3,10.1,6.7,No,No Trend
3.775,-21.94516667,119.05833333,MAINLINE,195.119,SF Accel East,,g,0.14,3,10.6,6.5,No,No Trend
3.776,-21.97697222,118.84586111,SOLOMON,195.653,SF Accel West,,g,0.82,3,18.9,9.5,No,No Trend
3.777,-21.97697222,118.84586111,SOLOMON,195.653,SF Accel East,,g,0.64,3,15.9,8.9,No,No Trend
3.778,-21.97975000,118.84341667,SOLOMON,196.053,SF Accel East,,g,0.55,3,21.9,7.8,No,No Trend
3.779,-21.98011111,118.84311111,SOLOMON,196.103,SF Accel West,,g,0.73,3,23.4,9.2,No,No Trend
